red,idx,nodo_u,nodo_v
espana,220,Aller,Almazán
espana,221,Aller,Belmonte de Miranda
espana,222,Aller,Celanova
espana,223,Aller,Celrà
espana,224,Aller,María de Huerva
espana,225,Aller,Roa
espana,226,Almansa,Casas de Fernando Alonso
espana,227,Almansa,Lasarte-Oria
espana,228,Almansa,Marcilla
espana,229,Almansa,Rinconada (La)
espana,230,Almansa,Sant Pere de Ribes
espana,231,Almansa,Villanueva de Perales
espana,232,Almazora/Almassora,Fondó de les Neus (el)/Hondón de las Nieves
espana,233,Almazora/Almassora,Navahermosa
espana,234,Almazora/Almassora,Nules
espana,235,Almazán,Cantalejo
espana,236,Almazán,Nava de Santiago (La)
espana,237,Almazán,Torrejón de la Calzada
espana,238,Almazán,Ávila
espana,239,Almodóvar del Campo,Arquillos
espana,240,Almodóvar del Campo,Colomera
espana,241,Almodóvar del Campo,Guadassuar
espana,242,Almodóvar del Campo,Mazarrón
espana,243,Almodóvar del Campo,Mijas
espana,244,Almodóvar del Campo,San Cristóbal de Segovia
espana,245,Almodóvar del Campo,San Martín del Rey Aurelio
espana,246,Almogía,Bonete
espana,247,Almogía,Lahiguera
espana,248,Almogía,Mogente/Moixent
espana,249,Almogía,Palafolls
espana,250,Almogía,Villarcayo de Merindad de Castilla la Vieja
espana,251,Almudévar,Aranda de Duero
espana,252,Almudévar,Manzanares el Real
espana,253,Almudévar,Pobra de Trives (A)
espana,254,Almudévar,Toro
espana,255,Almáchar,Calaceite
espana,256,Almáchar,Ponts
espana,257,Almáchar,Rionansa
espana,258,Almáchar,Santa Elena
espana,259,Altorricón,Cijuela
espana,260,Altorricón,Gérgal
espana,261,Altorricón,Peñafiel
espana,262,Altorricón,Pinar (El)
espana,263,Altorricón,Saviñao (O)
espana,264,Altorricón,Teulada
espana,265,Ames,Galdakao
espana,266,Ames,Guijuelo
espana,267,Ames,Navalafuente
espana,268,Amposta,Casar de Escalona (El)
espana,269,Amposta,Irura
espana,270,Amposta,Noalejo
espana,271,Amposta,Sabiñánigo
espana,272,Amposta,San Bartolomé de la Torre
espana,273,Amposta,San Pedro
espana,274,Amposta,Tobarra
espana,275,Anchuelo,Santiago-Pontones
espana,276,Anchuelo,Villada
espana,277,Anchuelo,Villaviciosa de Córdoba
espana,278,Anchuelo,Ágreda
espana,279,Andorra,Pallejà
espana,280,Antequera,Arenas de San Juan
espana,281,Antequera,Codosera (La)
espana,282,Antequera,León
espana,283,Antequera,Siete Aguas
espana,284,Antequera,Xermade
espana,285,Aoiz/Agoitz,Fuencaliente
espana,286,Aoiz/Agoitz,Navalcán
espana,287,Aoiz/Agoitz,Ogíjares
espana,288,Aoiz/Agoitz,Plasencia
espana,289,Aoiz/Agoitz,Riotorto
espana,290,Aoiz/Agoitz,Sacedón
espana,291,Aoiz/Agoitz,Segorbe
espana,292,Aoiz/Agoitz,Subirats
espana,293,Aoiz/Agoitz,Valderrobres
espana,294,Aranda de Duero,Gimenells i el Pla de la Font
espana,295,Aranda de Duero,Pobra de Trives (A)
espana,296,Aranga,Berja
espana,297,Aranga,Dodro
espana,298,Aranga,Fuentes de Ebro
espana,299,Aranga,Rincón de Soto
espana,300,Aranga,Riópar
espana,301,Aranga,Seu d'Urgell (La)
espana,302,Aranga,Valderas
espana,303,Aranjuez,Arbo
espana,304,Aranjuez,Laudio/Llodio
espana,305,Aranjuez,Valdecaballeros
espana,306,Arbizu,Jalance
espana,307,Arbizu,San Leonardo de Yagüe
espana,308,Arbizu,Totana
espana,309,Arbizu,Vicedo (O)
espana,310,Arbizu,Xermade
espana,311,Arbo,Calatayud
espana,312,Arbo,Covelo
espana,313,Arbo,Rábade
espana,314,Arbo,Villafranca de los Caballeros
espana,315,Arboleas,Cuevas de San Marcos
espana,316,Arboleas,Estivella
espana,317,Arboleas,Orcera
espana,318,Arboleas,Peroxa (A)
espana,319,Arboleas,Sant Mateu
espana,320,Arboleas,Yecla
espana,321,Arcos de Jalón,Monturque
espana,322,Arcos de Jalón,Ossa de Montiel
espana,323,Arcos de Jalón,Reus
espana,324,Arcos de Jalón,Riotorto
espana,325,Arcos de Jalón,Sartaguda
espana,326,Arcos de Jalón,Torrejón del Rey
espana,327,Arcos de Jalón,Vinuesa
espana,328,Areatza,Bañeza (La)
espana,329,Areatza,Palomares del Río
espana,330,Areatza,Segura de León
espana,331,Areatza,Trasmiras
espana,332,Arenas de San Juan,Casares
espana,333,Arenas de San Juan,Eibar
espana,334,Arenas de San Juan,San Bartolomé de la Torre
espana,335,Arenas de San Juan,Sepúlveda
espana,336,Arenas del Rey,Aretxabaleta
espana,337,Aretxabaleta,Chillón
espana,338,Aretxabaleta,Ejea de los Caballeros
espana,339,Aretxabaleta,Jumilla
espana,340,Aretxabaleta,Merindad de Río Ubierna
espana,341,Aretxabaleta,Pallaresos (Els)
espana,342,Aretxabaleta,Valle de Santa Ana
espana,343,Argamasilla de Alba,Monterrei
espana,344,Argamasilla de Alba,Pegalajar
espana,345,Argamasilla de Alba,Roca de la Sierra (La)
espana,346,Argoños,Belmonte de Miranda
espana,347,Argoños,Calasparra
espana,348,Argoños,Granollers
espana,349,Argoños,Navalucillos (Los)
espana,350,Argoños,Perelló (El)
espana,351,Argoños,Puebla de Alfindén (La)
espana,352,Argoños,Torreorgaz
espana,353,Argoños,Ávila
espana,354,Arjonilla,Arroyo del Ojanco
espana,355,Arjonilla,Belmonte de Miranda
espana,356,Arjonilla,Blancos (Os)
espana,357,Arjonilla,Cariñena
espana,358,Arjonilla,Casariche
espana,359,Arjonilla,Navalmoral de la Mata
espana,360,Arnoia (A),Barco de Ávila (El)
espana,361,Arnoia (A),Valdeolmos-Alalpardo
espana,362,Aroche,Limpias
espana,363,Aroche,Magán
espana,364,Aroche,Unión (La)
espana,365,Aroche,Vélez-Blanco
espana,366,Arquillos,Tarazona de la Mancha
espana,367,Arquillos,Uleila del Campo
espana,368,Arquillos,Vila de Cruces
espana,369,Arroyo del Ojanco,Híjar
espana,370,Arroyo del Ojanco,Pantón
espana,371,Arroyo del Ojanco,Solsona
espana,372,Arroyomolinos de León,Guadalajara
espana,373,Arroyomolinos de León,Pol
espana,374,Arroyomolinos de León,Ricla
espana,375,Arróniz,Celrà
espana,376,Arróniz,Chiva
espana,377,Arróniz,Navalcán
espana,378,Arróniz,Sigüenza
espana,379,Arróniz,Vinuesa
espana,380,Artziniega,Benasque
espana,381,Artziniega,Laguna de Duero
espana,382,Artziniega,Robledo (El)
espana,383,Artziniega,Zarza (La)
espana,384,Arévalo,Cariñena
espana,385,Arévalo,Castril
espana,386,Arévalo,Peñaflor
espana,387,Arévalo,Torre de Miguel Sesmero
espana,388,Arévalo,Villacastín
espana,389,Arévalo,Zarza (La)
espana,390,Astillero (El),Fuentes de Oñoro
espana,391,Astudillo,Finestrat
espana,392,Astudillo,Ibros
espana,393,Astudillo,Lepe
espana,394,Astudillo,Pulpí
espana,395,Ayamonte,Boimorto
espana,396,Ayamonte,Molina de Aragón
espana,397,Ayamonte,Navas de la Concepción (Las)
espana,398,Ayamonte,Pobla del Duc (la)
espana,399,Ayamonte,Villarcayo de Merindad de Castilla la Vieja
espana,400,Ayora,Cádiar
espana,401,Ayora,San Lorenzo de la Parrilla
espana,402,Azpeitia,Oliva de la Frontera
espana,403,Azpeitia,Piedrabuena
espana,404,Azpeitia,Tarifa
espana,405,Aínsa-Sobrarbe,Cambre
espana,406,Aínsa-Sobrarbe,Fuente de Piedra
espana,407,Aínsa-Sobrarbe,Villanueva del Rey
espana,408,Añora,Bonete
espana,409,Añora,Castilleja de la Cuesta
espana,410,Añora,Yunquera de Henares
espana,411,Badajoz,Laudio/Llodio
espana,412,Badajoz,Mejorada
espana,413,Badalona,Bellvei
espana,414,Badalona,Cuéllar
espana,415,Badalona,San Lorenzo de El Escorial
espana,416,Badalona,San Pedro
espana,417,Badalona,Villabrágima
espana,418,Badia del Vallès,Ferrol
espana,419,Badia del Vallès,Obejo
espana,420,Badia del Vallès,Victoria (La)
espana,421,Balenyà,Burgo de Osma-Ciudad de Osma
espana,422,Balenyà,Casas de Fernando Alonso
espana,423,Balenyà,Caudete
espana,424,Balenyà,Chillón
espana,425,Balenyà,Fuencaliente
espana,426,Balenyà,Fuente Álamo de Murcia
espana,427,Balsareny,Muíños
espana,428,Banyoles,Teverga
espana,429,Banyoles,Torre de Miguel Sesmero
espana,430,Barajas de Melo,Granollers
espana,431,Barajas de Melo,Guadalcázar
espana,432,Barajas de Melo,Teulada
espana,433,Barañain,Reus
espana,434,Barañain,Valverde del Camino
espana,435,Barco de Ávila (El),Piedrahíta
espana,436,Barco de Ávila (El),Pozo Alcón
espana,437,Barrax,Níjar
espana,438,Baztan,Lominchar
espana,439,Baztan,Trasmiras
espana,440,Bañeza (La),Jumilla
espana,441,Baños de Molgas,Cedeira
espana,442,Baños de Molgas,Monesterio
espana,443,Baños de la Encina,Sant Hilari Sacalm
espana,444,Belalcázar,Castril
espana,445,Belalcázar,Guadalcázar
espana,446,Belchite,Pueblonuevo del Guadiana
espana,447,Bellreguard,Casares
espana,448,Bellreguard,Fuente de Piedra
espana,449,Bellreguard,Utrillas
espana,450,Bellvei,Eibar
espana,451,Bellvei,Puebla de Alfindén (La)
espana,452,Bellvei,Rionansa
espana,453,Bellvei,Villaviciosa de Córdoba
espana,454,Belmonte de Miranda,Molares (Los)
espana,455,Belmonte de Miranda,Paradas
espana,456,Belmonte de Miranda,Vera
espana,457,Belorado,Guadalupe
espana,458,Belorado,Guadassuar
espana,459,Belorado,Pliego
espana,460,Belorado,Trabazos
espana,461,Belorado,Villada
espana,462,Benabarre,Cantalejo
espana,463,Benabarre,Mejorada del Campo
espana,464,Benabarre,Palomares del Río
espana,465,Benabarre,Valadouro (O)
espana,466,Benabarre,Vega de Espinareda
espana,467,Benaguasil,Brea de Aragón
espana,468,Benaguasil,Hondarribia
espana,469,Benaguasil,Muros de Nalón
espana,470,Benaguasil,Palacios y Villafranca (Los)
espana,471,Benaguasil,Plasencia
espana,472,Benahadux,Font de la Figuera (la)
espana,473,Benahadux,Onil
espana,474,Benahadux,Port de la Selva (El)
espana,475,Benahadux,Puebla de Sanabria
espana,476,Benahadux,Villanueva del Fresno
espana,477,Benahavís,Cañada
espana,478,Benahavís,Font de la Figuera (la)
espana,479,Benahavís,Siete Aguas
espana,480,Benahavís,Totana
espana,481,Benalup-Casas Viejas,Guadalcázar
espana,482,Benalup-Casas Viejas,Muíños
espana,483,Benalup-Casas Viejas,Palencia
espana,484,Benalup-Casas Viejas,Villanueva del Fresno
espana,485,Benamejí,Iznatoraf
espana,486,Benamejí,Monturque
espana,487,Benamejí,Provencio (El)
espana,488,Benamejí,Rosal de la Frontera
espana,489,Benamejí,Rossell
espana,490,Benaoján,Cambados
espana,491,Benaoján,Chelva
espana,492,Benaoján,Friol
espana,493,Benaoján,Higuera de la Sierra
espana,494,Benaoján,Pedrajas de San Esteban
espana,495,Benaoján,Ponts
espana,496,Benaoján,Ribera Baja/Erribera Beitia
espana,497,Benaoján,Ullà
espana,498,Benaoján,Valdés
espana,499,Benasque,Ibros
espana,500,Benasque,Paterna de Rivera
espana,501,Benasque,Villanueva de la Cañada
espana,502,Benavente,Entrimo
espana,503,Benavente,Golmés
espana,504,Benavente,Mayorga
espana,505,Benavente,Reus
espana,506,Benejúzar,Bolo (O)
espana,507,Benejúzar,Jabugo
espana,508,Beniel,Mota del Cuervo
espana,509,Beniel,Purullena
espana,510,Beniel,Villalpardo
espana,511,Beniel,Villanueva de la Serena
espana,512,Benifairó de la Valldigna,Cascante
espana,513,Benifairó de la Valldigna,Horcajo de Santiago
espana,514,Benifairó de la Valldigna,Lumbier
espana,515,Benifairó de la Valldigna,Onil
espana,516,Benifairó de la Valldigna,Villaverde del Río
espana,517,Benifaió,Catadau
espana,518,Benifaió,Zas
espana,519,Benissanet,Zarza de Granadilla
espana,520,Berga,Huete
espana,521,Berga,San Pedro
espana,522,Berga,Santa Amalia
espana,523,Berja,Orcera
espana,524,Berlanga,Canjáyar
espana,525,Berlanga,Castillo de Bayuela
espana,526,Berlanga,Pulpí
espana,527,Berlanga de Duero,Collado Mediano
espana,528,Berlanga de Duero,Incio (O)
espana,529,Berlanga de Duero,Lahiguera
espana,530,Berlanga de Duero,Peñamellera Baja
espana,531,Berlanga de Duero,Tineo
espana,532,Berlanga de Duero,Torralba de Calatrava
espana,533,Bermillo de Sayago,Biota
espana,534,Bermillo de Sayago,Llerena
espana,535,Bermillo de Sayago,Torrenueva
espana,536,Berriatua,Briviesca
espana,537,Berriatua,Escalona
espana,538,Berriatua,Huelva
espana,539,Betxí,Castril
espana,540,Betxí,Grandas de Salime
espana,541,Betxí,Ledesma
espana,542,Betxí,Valle de Santa Ana
espana,543,Bienvenida,Valverde de Júcar
espana,544,Bigues i Riells,Boimorto
espana,545,Bigues i Riells,Rosal (O)
espana,546,Bigues i Riells,Santa Cristina d'Aro
espana,547,Bigues i Riells,Victoria (La)
espana,548,Binaced,Freila
espana,549,Binaced,Irura
espana,550,Binaced,Paredes de Nava
espana,551,Biota,Lezuza
espana,552,Biota,Mendigorría
espana,553,Biota,Ronquillo (El)
espana,554,Biota,Valdecaballeros
espana,555,Bisbal d'Empordà (La),Padrenda
espana,556,Bisbal d'Empordà (La),Teverga
espana,557,Bisbal d'Empordà (La),Villa del Río
espana,558,Bisbal d'Empordà (La),Villanueva del Ariscal
espana,559,Bisbal del Penedès (La),Calamonte
espana,560,Bisbal del Penedès (La),Corral de Calatrava
espana,561,Bisbal del Penedès (La),Huelva
espana,562,Bisbal del Penedès (La),Plasencia
espana,563,Blanca,Calamocha
espana,564,Blanca,Melide
espana,565,Blanca,Pinos Genil
espana,566,Blanca,Santo Tomé
espana,567,Blanca,Villanueva de la Serena
espana,568,Blancos (Os),Cervo
espana,569,Blancos (Os),Cáceres
espana,570,Blancos (Os),Valdeolmos-Alalpardo
espana,571,Bocairent,San Fernando
espana,572,Bocairent,Segura de León
espana,573,Bocairent,Subirats
espana,574,Bocairent,Trujillanos
espana,575,Bocairent,Vila de Cruces
espana,576,Boimorto,Cobisa
espana,577,Boimorto,Láncara
espana,578,Boimorto,Subirats
espana,579,Bolaños de Calatrava,Font de la Figuera (la)
espana,580,Bolaños de Calatrava,Jumilla
espana,581,Bolaños de Calatrava,Vielha e Mijaran
espana,582,Bollullos Par del Condado,Gavarda
espana,583,Bollullos Par del Condado,Segura
espana,584,Bolo (O),Guadalupe
espana,585,Bolo (O),Mundaka
espana,586,Bolo (O),Zarza de Granadilla
espana,587,Bonares,Burguillos del Cerro
espana,588,Bonares,Carballeda de Valdeorras
espana,589,Bonares,Orgaz
espana,590,Bonares,Segorbe
espana,591,Bonares,Setenil de las Bodegas
espana,592,Bonares,Tabernas
espana,593,Bonares,Urkabustaiz
espana,594,Bonares,Vilafranca del Penedès
espana,595,Bonete,Palacios del Sil
espana,596,Bonete,Serradilla
espana,597,Bonete,Villanueva del Fresno
espana,598,Bonillo (El),Fitero
espana,599,Bonillo (El),Meruelo
espana,600,Bonillo (El),Nules
espana,601,Bonillo (El),Roquetas de Mar
espana,602,Bonrepòs i Mirambell,Campezo/Kanpezu
espana,603,Bonrepòs i Mirambell,Galapagar
espana,604,Bonrepòs i Mirambell,Molina de Aragón
espana,605,Bonrepòs i Mirambell,Riós
espana,606,Bonrepòs i Mirambell,San Lorenzo de la Parrilla
espana,607,Bonrepòs i Mirambell,Setenil de las Bodegas
espana,608,Bonrepòs i Mirambell,Valdeganga
espana,609,Bonrepòs i Mirambell,Villanueva de la Serena
espana,610,Boquiñeni,Carpio (El)
espana,611,Boquiñeni,Pozohondo
espana,612,Bornos,Ledesma
espana,613,Bornos,Pedroche
espana,614,Bornos,Pobla de Farnals (la)
espana,615,Bornos,Seu d'Urgell (La)
espana,616,Bosque (El),Gilena
espana,617,Bosque (El),Lantejuela (La)
espana,618,Brea de Aragón,Cardeña
espana,619,Brea de Aragón,Jadraque
espana,620,Brea de Aragón,Molar (El)
espana,621,Briviesca,Castroverde
espana,622,Briviesca,Jonquera (La)
espana,623,Briviesca,Madrigal de las Altas Torres
espana,624,Briviesca,Villasabariego
espana,625,Bujaraloz,Logrosán
espana,626,Bullas,Calaceite
espana,627,Bullas,Cangas de Onís
espana,628,Bullas,Fuentesaúco
espana,629,Bullas,Horcajo de Santiago
espana,630,Bullas,Puebla de Cazalla (La)
espana,631,Bullas,Tocina
espana,632,Bullas,Villamanín
espana,633,Burgo de Osma-Ciudad de Osma,Letur
espana,634,Burgo de Osma-Ciudad de Osma,Lumpiaque
espana,635,Burgo de Osma-Ciudad de Osma,Ondara
espana,636,Burgo de Osma-Ciudad de Osma,Villamanrique
espana,637,Burgos,Corral de Calatrava
espana,638,Burgos,Errenteria
espana,639,Burgos,Malpica de Bergantiños
espana,640,Burgos,San Lorenzo de El Escorial
espana,641,Burgos,Segorbe
espana,642,Burgos,Álora
espana,643,Burguillos del Cerro,Duruelo de la Sierra
espana,644,Burguillos del Cerro,Minas de Riotinto
espana,645,Burguillos del Cerro,Roquetas de Mar
espana,646,Burguillos del Cerro,Santa Marina del Rey
espana,647,Burguillos del Cerro,Villacastín
espana,648,Burguillos del Cerro,Xermade
espana,649,Béjar,Cañete la Real
espana,650,Béjar,Folgoso de la Ribera
espana,651,Béjar,Laracha (A)
espana,652,Béjar,Mundaka
espana,653,Bélmez de la Moraleda,Luisiana (La)
espana,654,Bélmez de la Moraleda,Salvatierra/Agurain
espana,655,Bélmez de la Moraleda,San Leonardo de Yagüe
espana,656,Bélmez de la Moraleda,Sant Mateu
espana,657,Cabezuela del Valle,Casserres
espana,658,Cabezuela del Valle,Fuentes de Ebro
espana,659,Cabezuela del Valle,Laudio/Llodio
espana,660,Cabezón de la Sal,Guadalajara
espana,661,Cabezón de la Sal,Segura
espana,662,Cabra del Camp,Cañete la Real
espana,663,Cabra del Camp,Lahiguera
espana,664,Cabra del Camp,Navalafuente
espana,665,Cabra del Camp,Pol
espana,666,Cabranes,Navalucillos (Los)
espana,667,Cabranes,Ondara
espana,668,Cabranes,Pino (O)
espana,669,Cadalso de los Vidrios,Olot
espana,670,Cadalso de los Vidrios,Useras/Useres (les)
espana,671,Cadalso de los Vidrios,Valdeolmos-Alalpardo
espana,672,Calaceite,Calasparra
espana,673,Calaceite,Calldetenes
espana,674,Calaceite,Carbajosa de la Sagrada
espana,675,Calaceite,Carrión de los Condes
espana,676,Calaceite,Cerdedo
espana,677,Calaceite,Gudiña (A)
espana,678,Calaceite,Torrenueva
espana,679,Calamonte,Nigrán
espana,680,Calamonte,San Cibrao das Viñas
espana,681,Calamonte,Totana
espana,682,Calamonte,Valdeganga
espana,683,Calanda,Cañada
espana,684,Calanda,Ronquillo (El)
espana,685,Calanda,San Lorenzo de la Parrilla
espana,686,Calasparra,Cebolla
