red,idx,nodo_u,nodo_v
adif,188,08244,22100
adif,189,08244,30200
adif,190,08244,A2045
adif,191,08244,A3140
adif,192,08244,B1005
adif,193,10100,60004
adif,194,10100,60108
adif,195,10100,A8401
adif,196,10100,B7181
adif,197,10100,XX005
adif,198,10101,13201
adif,199,10101,66212
adif,200,10101,A7890
adif,201,10200,A7110
adif,202,10200,B6001
adif,203,10400,B4043
adif,204,10500,37700
adif,205,10500,51416
adif,206,10500,98100
adif,207,10500,B6406
adif,208,10503,60901
adif,209,10503,A2220
adif,210,10503,B0333
adif,211,10503,B3200
adif,212,10600,15400
adif,213,10600,71101
adif,214,10600,A1112
adif,215,10600,A1983
adif,216,10600,A6422
adif,217,10600,A7087
adif,218,10611,51412
adif,219,10620,B0105
adif,220,11000,B7082
adif,221,11004,60600
adif,222,11014,37803
adif,223,11101,12023
adif,224,11101,16002
adif,225,11101,21011
adif,226,11101,A3140
adif,227,11101,B7183
adif,228,11102,15106
adif,229,11102,B2300
adif,230,11102,B4054
adif,231,11102,C4003
adif,232,11200,A7227
adif,233,11200,B1507
adif,234,11200,B1601
adif,235,11200,B6505
adif,236,11200,PK068
adif,237,11300,62001
adif,238,11300,79009
adif,239,11300,A7110
adif,240,11300,B4054
adif,241,12006,15106
adif,242,12006,54301
adif,243,12006,B2302
adif,244,12023,23006
adif,245,12023,70600
adif,246,12023,A8250
adif,247,12023,B4301
adif,248,12100,14200
adif,249,12100,70100
adif,250,12100,79006
adif,251,12100,A7081
adif,252,12100,B1111
adif,253,13201,A9060
adif,254,13305,22200
adif,255,13305,37603
adif,256,13305,C3308
adif,257,13400,A0660
adif,258,13408,15018
adif,259,13408,50501
adif,260,13408,B4303
adif,261,13506,51107
adif,262,13506,60901
adif,263,13506,B4054
adif,264,14100,A0180
adif,265,14100,A8249
adif,266,14100,A9820
adif,267,14100,B0200
adif,268,14200,69110
adif,269,14200,B0860
adif,270,14200,B3501
adif,271,14200,B3710
adif,272,14200,C3308
adif,273,14214,B2052
adif,274,14214,B3021
adif,275,14221,30002
adif,276,14221,50512
adif,277,14221,60100
adif,278,14221,B1120
adif,279,14224,50709
adif,280,14224,70101
adif,281,14224,71901
adif,282,14224,B4041
adif,283,14226,35100
adif,284,14226,61210
adif,285,14226,79308
adif,286,14226,98305
adif,287,14226,B3710
adif,288,14226,B4054
adif,289,15000,16405
adif,290,15000,B0109
adif,291,15018,22300
adif,292,15018,A7510
adif,293,15018,B0824
adif,294,15018,C3308
adif,295,15019,64203
adif,296,15019,A6131
adif,297,15019,B1005
adif,298,15019,PK068
adif,299,15019,XX018
adif,300,15100,56100
adif,301,15100,79206
adif,302,15100,A1510
adif,303,15100,A7225
adif,304,15106,60911
adif,305,15106,79011
adif,306,15122,21010
adif,307,15122,A0300
adif,308,15122,B0110
adif,309,15122,B1804
adif,310,15205,16101
adif,311,15205,B0815
adif,312,15205,B1005
adif,313,15208,37500
adif,314,15208,41004
adif,315,15208,61101
adif,316,15208,79009
adif,317,15208,A7080
adif,318,15208,B4100
adif,319,15211,16403
adif,320,15211,22200
adif,321,15211,54400
adif,322,15211,A7087
adif,323,15211,A7190
adif,324,15211,A9060
adif,325,15211,B4100
adif,326,15212,A3140
adif,327,15212,B6722
adif,328,15300,B5109
adif,329,15301,37610
adif,330,15301,54301
adif,331,15301,60400
adif,332,15301,B3002
adif,333,15302,95101
adif,334,15302,B1506
adif,335,15302,B2041
adif,336,15400,20204
adif,337,15400,B5702
adif,338,15410,20400
adif,339,15410,B9811
adif,340,16002,B0802
adif,341,16011,65013
adif,342,16011,71101
adif,343,16400,37610
adif,344,16400,71600
adif,345,16403,B3503
adif,346,16405,B0820
adif,347,16405,B6722
adif,348,16501,37001
adif,349,16501,54412
adif,350,16501,71100
adif,351,16501,B7181
adif,352,16602,20407
adif,353,16602,22200
adif,354,16602,98100
adif,355,16602,A0801
adif,356,16602,B3770
adif,357,16604,51416
adif,358,16604,60900
adif,359,16604,A6420
adif,360,17000,55021
adif,361,17000,79308
adif,362,17000,A7890
adif,363,17000,B1320
adif,364,17009,B0110
adif,365,17009,B3501
adif,366,18000,72305
adif,367,18000,97018
adif,368,18000,A0823
adif,369,19003,B2302
adif,370,20114,54413
adif,371,20114,72507
adif,372,20204,54517
adif,373,20204,B1702
adif,374,20300,B5101
adif,375,20400,B6731
adif,376,20407,78200
adif,377,20603,30200
adif,378,20603,69108
adif,379,20603,78706
adif,380,20603,B8000
adif,381,20603,PK540
adif,382,21010,54517
adif,383,21010,A7086
adif,384,21010,B1506
adif,385,21010,B7082
adif,386,21011,A7220
adif,387,21011,B1511
adif,388,21011,B5601
adif,389,22100,71500
adif,390,22100,B4301
adif,391,22100,B7082
adif,392,22100,B7173
adif,393,22112,50100
adif,394,22112,50500
adif,395,22112,A8250
adif,396,22112,B2230
adif,397,22112,B6731
adif,398,22112,PK540
adif,399,22300,A0300
adif,400,22300,B3730
adif,401,22308,B7801
adif,402,22308,XX005
adif,403,22403,A0720
adif,404,22403,A1510
adif,405,22403,B2001
adif,406,22403,B6001
adif,407,23004,50100
adif,408,23004,55018
adif,409,23004,60600
adif,410,23004,66200
adif,411,23004,70400
adif,412,23004,79316
adif,413,23004,A5031
adif,414,23004,A7087
adif,415,23004,B4104
adif,416,23004,B6505
adif,417,23006,74217
adif,418,23006,B1511
adif,419,23006,B1702
adif,420,23006,B9811
adif,421,23008,95101
adif,422,23008,B5073
adif,423,23015,94005
adif,424,23015,A7400
adif,425,23015,B1507
adif,426,23015,B7181
adif,427,30000,65002
adif,428,30000,65301
adif,429,30000,71100
adif,430,30000,B6411
adif,431,30000,C1160
adif,432,30000,XX017
adif,433,30002,50500
adif,434,30002,51412
adif,435,30002,B0200
adif,436,30100,B4100
adif,437,30200,37700
adif,438,30200,50512
adif,439,30200,72006
adif,440,30200,98100
adif,441,30200,A7400
adif,442,30200,PK068
adif,443,31400,37700
adif,444,31400,A9820
adif,445,31400,B1521
adif,446,31400,B6001
adif,447,31400,XX015
adif,448,31409,35607
adif,449,31409,60400
adif,450,31409,65017
adif,451,31409,A5101
adif,452,31409,B3500
adif,453,31409,B6091
adif,454,31409,B7511
adif,455,31416,98100
adif,456,31416,B5119
adif,457,31422,50100
adif,458,31422,64203
adif,459,31422,79206
adif,460,31422,B3500
adif,461,31422,PK540
adif,462,35100,51416
adif,463,35100,XX006
adif,464,35400,97018
adif,465,35400,B7800
adif,466,35407,51405
adif,467,35407,54517
adif,468,35407,78100
adif,469,35407,B6406
adif,470,35607,60911
adif,471,35607,65016
adif,472,35607,A7510
adif,473,35607,B6411
adif,474,35607,B7801
adif,475,37012,78200
adif,476,37113,66200
adif,477,37113,A5031
adif,478,37113,B1521
adif,479,37113,B2052
adif,480,37200,78004
adif,481,37200,B3501
adif,482,37200,B4100
adif,483,37200,B7173
adif,484,37315,51405
adif,485,37315,69011
adif,486,37315,B3501
adif,487,37315,B4015
adif,488,37400,A8401
adif,489,37400,B3760
adif,490,37400,B4054
adif,491,37500,51101
adif,492,37500,71707
adif,493,37600,79316
adif,494,37600,A6141
adif,495,37600,A7087
adif,496,37600,B3770
adif,497,37603,54516
adif,498,37603,66200
adif,499,37603,71403
adif,500,37603,B9811
adif,501,37610,B1112
adif,502,37610,B9811
adif,503,37610,XX003
adif,504,37803,56100
adif,505,37803,66212
adif,506,37803,72212
adif,507,37803,B2051
adif,508,37803,XX003
adif,509,37805,A1112
adif,510,37805,A8401
adif,511,37805,PK540
adif,512,40100,78007
adif,513,40100,A7220
adif,514,41004,72400
adif,515,41004,A1702
adif,516,41004,A5030
adif,517,41004,A7110
adif,518,41004,A7220
adif,519,43019,54400
adif,520,43019,B3760
adif,521,43019,B7082
adif,522,43023,69109
adif,523,43023,A0320
adif,524,43023,B1602
adif,525,43023,B3002
adif,526,50100,B1508
adif,527,50100,B5410
adif,528,50100,B8000
adif,529,50300,B6731
adif,530,50500,70805
adif,531,50500,A7081
adif,532,50500,B0815
adif,533,50500,B3120
adif,534,50501,70400
adif,535,50501,70600
adif,536,50501,A7002
adif,537,50501,B1111
adif,538,50501,B5073
adif,539,50512,60004
adif,540,50512,65016
adif,541,50512,70100
adif,542,50512,78800
adif,543,50700,98001
adif,544,50700,B0900
adif,545,50709,65301
adif,546,50709,78004
adif,547,50709,A6133
adif,548,50709,B3200
adif,549,50709,XX018
adif,550,50A03,51101
adif,551,50A03,60900
adif,552,50A03,65400
adif,553,50A03,A1510
adif,554,50A03,B0103
adif,555,50A03,B6405
adif,556,51003,79006
adif,557,51050,65016
adif,558,51050,A6420
adif,559,51050,A7400
adif,560,51101,A0823
adif,561,51101,B3120
adif,562,51101,B3760
adif,563,51107,70101
adif,564,51405,65400
adif,565,51405,A6031
adif,566,51405,B7181
adif,567,51411,66212
adif,568,51411,A7229
adif,569,51411,B1110
adif,570,51412,B1511
adif,571,51412,B4015
adif,572,51415,A7220
adif,573,51415,A7510
adif,574,51415,B0861
adif,575,51415,B5702
adif,576,51416,70805
adif,577,51416,B0824
adif,578,54301,XX005
adif,579,54412,69110
adif,580,54412,71101
adif,581,54412,71901
adif,582,54412,A9820
adif,583,54412,B2230
adif,584,54412,B5109
adif,585,54413,65301
adif,586,54413,B5601
adif,587,54516,60004
adif,588,54516,61210
adif,589,54516,A7400
adif,590,54516,B5601
adif,591,54517,A5100
adif,592,54517,B0815
adif,593,54517,B1112
adif,594,55018,A0426
adif,595,55018,A6133
adif,596,55020,78100
adif,597,55020,B0817
adif,598,55020,B8000
adif,599,55021,72503
adif,600,55021,A0660
adif,601,55023,61404
adif,602,55024,A1702
adif,603,56100,72400
adif,604,56100,85214
adif,605,56100,A0300
adif,606,56100,A7111
adif,607,56100,PK068
adif,608,56312,B0107
adif,609,56312,B1506
adif,610,56312,B2300
adif,611,60004,71403
adif,612,60004,A7110
adif,613,60100,71905
adif,614,60100,B6505
adif,615,60101,B3760
adif,616,60108,67224
adif,617,60108,B1702
adif,618,60108,B3501
adif,619,60200,65016
adif,620,60200,71600
adif,621,60200,72100
adif,622,60200,A2220
adif,623,60202,A9060
adif,624,60202,B4054
adif,625,60400,72507
adif,626,60400,74217
adif,627,60400,81209
adif,628,60400,A1112
adif,629,60400,A9820
adif,630,60600,62107
adif,631,60600,B0107
adif,632,60600,B0320
adif,633,60900,70805
adif,634,60900,71905
adif,635,60900,B4015
adif,636,60901,73100
adif,637,60901,B6504
adif,638,60901,B7511
adif,639,61210,69109
adif,640,61210,XX015
adif,641,61404,A5040
adif,642,61404,A7086
adif,643,61404,A8250
adif,644,61404,A9060
adif,645,61404,B1702
adif,646,62001,71100
adif,647,62001,71101
adif,648,62001,B5119
adif,649,62107,69108
adif,650,62107,72006
adif,651,62107,A7220
adif,652,62107,A7890
adif,653,62107,B5073
adif,654,62109,78100
adif,655,62109,B0810
adif,656,62109,B5073
adif,657,62109,B6504
adif,658,62109,B7181
adif,659,64003,79300
adif,660,64003,B6091
adif,661,64100,A6060
adif,662,64100,B6731
adif,663,64100,B8801
adif,664,64100,C4003
adif,665,64108,B7801
adif,666,64200,A7141
adif,667,64200,A7225
adif,668,64200,B1702
adif,669,64203,69108
adif,670,65000,78400
adif,671,65000,B1112
adif,672,65000,XX015
adif,673,65013,82100
adif,674,65013,A6031
adif,675,65013,A6133
adif,676,65013,B1112
adif,677,65013,XX015
adif,678,65016,A0720
adif,679,65016,B6505
adif,680,65017,B6731
adif,681,65017,XX005
adif,682,65200,71707
adif,683,65200,B0107
adif,684,65301,A7081
adif,685,65400,XX003
adif,686,65402,71905
adif,687,65402,A6131
adif,688,65402,B0817
adif,689,65402,XX003
adif,690,65411,B6000
adif,691,65411,B6001
adif,692,65411,B7510
adif,693,65501,B1601
adif,694,65501,B9811
adif,695,66006,B6100
adif,696,66200,70706
adif,697,66200,XX001
adif,698,67224,B7800
adif,699,69108,78100
adif,700,69108,A0180
adif,701,69109,98305
adif,702,69109,A8248
adif,703,69109,B0201
adif,704,69109,B0740
adif,705,69110,B4005
adif,706,69200,A7086
adif,707,69200,A9820
adif,708,69200,B3021
adif,709,69200,B6731
adif,710,70001,B7901
adif,711,70100,78007
adif,712,70100,78100
adif,713,70100,B3730
adif,714,70100,B5073
adif,715,70101,A7087
adif,716,70101,B6000
adif,717,70400,B6722
adif,718,70400,B7800
adif,719,70600,A7225
adif,720,70600,B7511
adif,721,70706,A0320
adif,722,70706,B0860
adif,723,70800,B3002
adif,724,70803,71101
adif,725,70803,72006
adif,726,70803,A0843
adif,727,70803,B1111
adif,728,70803,B7801
adif,729,70805,78002
adif,730,70805,A1984
adif,731,70805,B0861
adif,732,70805,B5701
adif,733,70805,B6091
adif,734,71100,71901
adif,735,71100,A0427
adif,736,71100,B7173
adif,737,71400,B5119
adif,738,71400,B5702
adif,739,71400,B6100
adif,740,71403,B1005
adif,741,71403,B1602
adif,742,71500,72212
adif,743,71600,B2230
adif,744,71707,A5101
adif,745,71801,97100
adif,746,71801,B0860
adif,747,71801,XX011
adif,748,71901,78400
adif,749,71901,B1112
adif,750,72006,B3500
adif,751,72006,B5601
adif,752,72100,B1401
adif,753,72212,78006
adif,754,72212,79006
adif,755,72212,98305
adif,756,72212,A7086
adif,757,72305,97100
adif,758,72305,A1702
adif,759,72400,A0720
adif,760,72400,B6000
adif,761,72503,79006
adif,762,72503,82100
adif,763,72503,XX005
adif,764,72507,B4301
adif,765,73100,A0843
adif,766,73100,B0201
adif,767,73100,B7183
adif,768,73100,B8100
adif,769,74200,A8248
adif,770,74200,B1602
adif,771,74200,B4015
adif,772,74217,78200
adif,773,74217,A7400
adif,774,74217,B1601
adif,775,74217,B1804
adif,776,77310,A0823
adif,777,77310,A7229
adif,778,77310,B1804
adif,779,77310,XX005
adif,780,78002,A5100
adif,781,78002,B1112
adif,782,78002,B4043
adif,783,78002,B7800
adif,784,78004,79200
adif,785,78004,A1984
adif,786,78006,82100
adif,787,78006,A0843
adif,788,78006,A8250
adif,789,78006,XX017
adif,790,78100,94005
adif,791,78100,B3531
adif,792,78100,XX005
adif,793,78200,A0720
adif,794,78200,A7083
adif,795,78200,B3120
adif,796,78200,B7181
adif,797,78706,95101
adif,798,78706,A6000
adif,799,78706,A7225
adif,800,79002,A9060
adif,801,79002,B3770
adif,802,79006,79400
adif,803,79006,A0843
adif,804,79006,A1112
adif,805,79006,B0340
adif,806,79006,B6406
adif,807,79006,B6501
adif,808,79006,C1160
adif,809,79009,98001
adif,810,79009,A6060
adif,811,79009,B9521
adif,812,79011,A7190
adif,813,79011,B3141
adif,814,79011,B6406
adif,815,79206,B5410
adif,816,79300,A7890
adif,817,79316,B4104
adif,818,79400,A0660
adif,819,81200,A7220
adif,820,81200,B1506
adif,821,81200,B3501
adif,822,82100,A7229
adif,823,82100,A8401
adif,824,85214,B0820
adif,825,85214,B4043
adif,826,85214,B5052
adif,827,92102,A0660
adif,828,92102,B6411
adif,829,94005,A7002
adif,830,94005,B7081
adif,831,94005,B7173
adif,832,95101,A7220
adif,833,95101,A7229
adif,834,95101,B1507
adif,835,95101,B3120
adif,836,95101,B7081
adif,837,95104,B0860
adif,838,97100,A0300
adif,839,97100,A7510
adif,840,98001,B0200
adif,841,98100,A7087
adif,842,98100,B6405
adif,843,98305,A0823
adif,844,98305,B6731
adif,845,98305,B9521
adif,846,A0180,A5030
adif,847,A0300,B3500
adif,848,A0320,A2220
adif,849,A0320,B0200
adif,850,A0426,B2230
adif,851,A0426,B3770
adif,852,A0427,B2301
adif,853,A0427,B3021
adif,854,A0427,B7081
adif,855,A0660,B0824
adif,856,A0720,A6000
adif,857,A0720,B3002
adif,858,A0720,B6722
adif,859,A0801,A1984
adif,860,A0801,A7111
adif,861,A0801,B2041
adif,862,A0823,A1510
adif,863,A0823,B1521
adif,864,A0823,B3760
adif,865,A0823,B4104
adif,866,A0823,B7173
adif,867,A0825,B6722
adif,868,A0843,B6722
adif,869,A1510,A6420
adif,870,A1702,B0110
adif,871,A1983,B4005
adif,872,A1984,B5102
adif,873,A1984,B6504
adif,874,A3140,B7183
adif,875,A3760,XX004
adif,876,A5030,B0105
adif,877,A5100,A7086
adif,878,A5101,A7225
adif,879,A5101,B0802
adif,880,A6031,A7086
adif,881,A6031,B6405
adif,882,A6131,A7110
adif,883,A6133,B6500
adif,884,A6133,B7082
adif,885,A6133,B7901
adif,886,A6141,B2301
adif,887,A6141,B7082
adif,888,A6420,B6504
adif,889,A6541,A7141
adif,890,A6541,B1803
adif,891,A6541,B5052
adif,892,A7070,XX018
adif,893,A7081,A7190
adif,894,A7081,B3531
adif,895,A7081,B5701
adif,896,A7086,A7111
adif,897,A7086,C3308
adif,898,A7087,B5101
adif,899,A7111,B0200
adif,900,A7225,B6001
adif,901,A7226,B5109
adif,902,A7227,B6411
adif,903,A7227,XX015
adif,904,A7229,B3021
adif,905,A7400,B7181
adif,906,A7510,A9820
adif,907,A7890,B2001
adif,908,A8248,B2041
adif,909,A8248,B7800
adif,910,A8249,B0820
adif,911,A8249,B5410
adif,912,A8250,B5410
adif,913,A8250,B9521
adif,914,A8401,B0200
adif,915,A8401,B0826
adif,916,A8401,B5119
adif,917,A8401,B9521
adif,918,A9060,B7510
adif,919,A9820,B5073
adif,920,A9820,B5109
adif,921,A9820,XX017
adif,922,B0103,B0862
adif,923,B0109,B2051
adif,924,B0200,B1508
adif,925,B0200,B2300
adif,926,B0200,B3503
adif,927,B0200,B4301
adif,928,B0201,B0323
adif,929,B0320,B0826
adif,930,B0320,B6405
adif,931,B0323,B0814
adif,932,B0323,B1803
adif,933,B0333,B0814
adif,934,B0333,B3200
adif,935,B0333,B3750
adif,936,B0340,B1506
adif,937,B0340,B1804
adif,938,B0815,C4003
adif,939,B0824,B5109
adif,940,B0826,B3730
adif,941,B0861,B2301
adif,942,B0861,B3141
adif,943,B0861,B9521
adif,944,B0900,B1509
adif,945,B0900,B4015
adif,946,B0900,B5101
adif,947,B0902,B1120
adif,948,B0902,XX003
adif,949,B0903,B4303
adif,950,B0903,XX017
adif,951,B1110,B4005
adif,952,B1112,B1508
adif,953,B1112,B5703
adif,954,B1320,XX003
adif,955,B1401,B1804
adif,956,B1401,B6406
adif,957,B1506,B3120
adif,958,B1507,B4301
adif,959,B1507,B7510
adif,960,B1507,XX004
adif,961,B1508,B9701
adif,962,B1509,B7082
adif,963,B1511,B4041
adif,964,B1601,B7800
adif,965,B1601,B9811
adif,966,B1602,B1803
adif,967,B1602,B9811
adif,968,B1611,B2051
adif,969,B1702,B3760
adif,970,B1702,B6504
adif,971,B1803,B3531
adif,972,B2041,B2051
adif,973,B2041,B4300
adif,974,B2041,B6100
adif,975,B2051,B2300
adif,976,B2052,B5703
adif,977,B2230,XX006
adif,978,B2302,B3750
adif,979,B3021,C3308
adif,980,B3200,B7901
adif,981,B3500,B7901
adif,982,B3603,XX015
adif,983,B3710,C1160
adif,984,B3710,C3308
adif,985,B3760,B4303
adif,986,B4041,B5410
adif,987,B4054,B7510
adif,988,B4104,B4301
adif,989,B4104,XX005
adif,990,B4303,B5119
adif,991,B5102,B8801
adif,992,B5410,B6001
adif,993,B6001,PK540
adif,994,B6091,B6411
adif,995,B6406,B6501
adif,996,B6504,PK540
adif,997,B7082,XX015
adif,998,B7510,XX001
adif,999,C3308,XX015
