red,idx,nodo_u,nodo_v
cyl,155,Barco de Ávila (El),Terradillos
cyl,156,Barco de Ávila (El),Toro
cyl,157,Barco de Ávila (El),Trabazos
cyl,158,Barco de Ávila (El),Traspinedo
cyl,159,Barco de Ávila (El),Villabrágima
cyl,160,Barco de Ávila (El),Villada
cyl,161,Barco de Ávila (El),Villalpando
cyl,162,Barco de Ávila (El),Villaquilambre
cyl,163,Barco de Ávila (El),Vitigudino
cyl,164,Barco de Ávila (El),Ávila
cyl,165,Barruelo de Santullán,Burgos
cyl,166,Barruelo de Santullán,Carbonero el Mayor
cyl,167,Barruelo de Santullán,Carrión de los Condes
cyl,168,Barruelo de Santullán,Cervera de Pisuerga
cyl,169,Barruelo de Santullán,Espinar (El)
cyl,170,Barruelo de Santullán,Fermoselle
cyl,171,Barruelo de Santullán,Guijuelo
cyl,172,Barruelo de Santullán,Melgar de Fernamental
cyl,173,Barruelo de Santullán,Mozoncillo
cyl,174,Barruelo de Santullán,Piedrahíta
cyl,175,Barruelo de Santullán,Roa
cyl,176,Barruelo de Santullán,San Cristóbal de Segovia
cyl,177,Barruelo de Santullán,Toro
cyl,178,Barruelo de Santullán,Venta de Baños
cyl,179,Barruelo de Santullán,Villada
cyl,180,Barruelo de Santullán,Villalpando
cyl,181,Barruelo de Santullán,Ólvega
cyl,182,Bañeza (La),Burgo de Osma-Ciudad de Osma
cyl,183,Bañeza (La),Cebreros
cyl,184,Bañeza (La),Espinar (El)
cyl,185,Bañeza (La),Fermoselle
cyl,186,Bañeza (La),Fuentes de Oñoro
cyl,187,Bañeza (La),Nava de la Asunción
cyl,188,Bañeza (La),Roa
cyl,189,Bañeza (La),Santibáñez de Vidriales
cyl,190,Bañeza (La),Villada
cyl,191,Bañeza (La),Villadiego
cyl,192,Belorado,Burgo de Osma-Ciudad de Osma
cyl,193,Belorado,Cebreros
cyl,194,Belorado,Espinar (El)
cyl,195,Belorado,Gradefes
cyl,196,Belorado,Huerta de Rey
cyl,197,Belorado,Ledesma
cyl,198,Belorado,Lumbrales
cyl,199,Belorado,Palencia
cyl,200,Belorado,Peñaranda de Bracamonte
cyl,201,Belorado,San Cristóbal de Segovia
cyl,202,Belorado,Santa Marina del Rey
cyl,203,Belorado,Traspinedo
cyl,204,Belorado,Vitigudino
cyl,205,Belorado,Zaratán
cyl,206,Benavente,Campaspero
cyl,207,Benavente,Carpio
cyl,208,Benavente,Fuentes de Oñoro
cyl,209,Benavente,Lumbrales
cyl,210,Benavente,Melgar de Fernamental
cyl,211,Benavente,Nava de la Asunción
cyl,212,Benavente,Puebla de Sanabria
cyl,213,Benavente,San Cristóbal de Segovia
cyl,214,Benavente,Santa Marina del Rey
cyl,215,Benavente,Terradillos
cyl,216,Benavente,Traspinedo
cyl,217,Benavente,Trespaderne
cyl,218,Benavente,Vega de Espinareda
cyl,219,Benavente,Velilla del Río Carrión
cyl,220,Benavente,Villadiego
cyl,221,Benavente,Villalpando
cyl,222,Berlanga de Duero,Burgos
cyl,223,Berlanga de Duero,Béjar
cyl,224,Berlanga de Duero,Carpio
cyl,225,Berlanga de Duero,Carrión de los Condes
cyl,226,Berlanga de Duero,Cervera de Pisuerga
cyl,227,Berlanga de Duero,Cubillos del Sil
cyl,228,Berlanga de Duero,Folgoso de la Ribera
cyl,229,Berlanga de Duero,Herrera de Pisuerga
cyl,230,Berlanga de Duero,Melgar de Fernamental
cyl,231,Berlanga de Duero,Mombeltrán
cyl,232,Berlanga de Duero,Puebla de Sanabria
cyl,233,Berlanga de Duero,Puente de Domingo Flórez
cyl,234,Berlanga de Duero,San Leonardo de Yagüe
cyl,235,Berlanga de Duero,Santibáñez de Vidriales
cyl,236,Berlanga de Duero,Villalpando
cyl,237,Berlanga de Duero,Villamañán
cyl,238,Berlanga de Duero,Villoria
cyl,239,Bermillo de Sayago,Briviesca
cyl,240,Bermillo de Sayago,Burgo de Osma-Ciudad de Osma
cyl,241,Bermillo de Sayago,Carbonero el Mayor
cyl,242,Bermillo de Sayago,Carpio
cyl,243,Bermillo de Sayago,Carrión de los Condes
cyl,244,Bermillo de Sayago,Cebreros
cyl,245,Bermillo de Sayago,Ciudad Rodrigo
cyl,246,Bermillo de Sayago,Miranda de Ebro
cyl,247,Bermillo de Sayago,Mozoncillo
cyl,248,Bermillo de Sayago,Palacios del Sil
cyl,249,Bermillo de Sayago,Pedrajas de San Esteban
cyl,250,Bermillo de Sayago,Salas de los Infantes
cyl,251,Bermillo de Sayago,San Justo de la Vega
cyl,252,Bermillo de Sayago,San Leonardo de Yagüe
cyl,253,Bermillo de Sayago,Santibáñez de Vidriales
cyl,254,Bermillo de Sayago,Toro
cyl,255,Bermillo de Sayago,Valle de Mena
cyl,256,Bermillo de Sayago,Vega de Espinareda
cyl,257,Bermillo de Sayago,Velilla del Río Carrión
cyl,258,Bermillo de Sayago,Villada
cyl,259,Bermillo de Sayago,Villamañán
cyl,260,Bermillo de Sayago,Villaquilambre
cyl,261,Bermillo de Sayago,Villarcayo de Merindad de Castilla la Vieja
cyl,262,Bermillo de Sayago,Ávila
cyl,263,Briviesca,Burgo de Osma-Ciudad de Osma
cyl,264,Briviesca,Duruelo de la Sierra
cyl,265,Briviesca,Fermoselle
cyl,266,Briviesca,Lumbrales
cyl,267,Briviesca,Melgar de Fernamental
cyl,268,Briviesca,Nava de la Asunción
cyl,269,Briviesca,Navaluenga
cyl,270,Briviesca,Palacios del Sil
cyl,271,Briviesca,San Cristóbal de Segovia
cyl,272,Briviesca,Santovenia de Pisuerga
cyl,273,Briviesca,Soria
cyl,274,Briviesca,Valderas
cyl,275,Briviesca,Velilla del Río Carrión
cyl,276,Briviesca,Viana de Cega
cyl,277,Briviesca,Villalpando
cyl,278,Briviesca,Vitigudino
cyl,279,Briviesca,Ólvega
cyl,280,Burgo de Osma-Ciudad de Osma,Campaspero
cyl,281,Burgo de Osma-Ciudad de Osma,Cantalejo
cyl,282,Burgo de Osma-Ciudad de Osma,Carpio
cyl,283,Burgo de Osma-Ciudad de Osma,Cervera de Pisuerga
cyl,284,Burgo de Osma-Ciudad de Osma,Fermoselle
cyl,285,Burgo de Osma-Ciudad de Osma,Herrera de Pisuerga
cyl,286,Burgo de Osma-Ciudad de Osma,Melgar de Fernamental
cyl,287,Burgo de Osma-Ciudad de Osma,Merindad de Río Ubierna
cyl,288,Burgo de Osma-Ciudad de Osma,Paredes de Nava
cyl,289,Burgo de Osma-Ciudad de Osma,Pola de Gordón (La)
cyl,290,Burgo de Osma-Ciudad de Osma,Salas de los Infantes
cyl,291,Burgo de Osma-Ciudad de Osma,Santibáñez de Vidriales
cyl,292,Burgo de Osma-Ciudad de Osma,Santovenia de la Valdoncina
cyl,293,Burgo de Osma-Ciudad de Osma,Villada
cyl,294,Burgo de Osma-Ciudad de Osma,Villaralbo
cyl,295,Burgo de Osma-Ciudad de Osma,Villarcayo de Merindad de Castilla la Vieja
cyl,296,Burgo de Osma-Ciudad de Osma,Ólvega
cyl,297,Burgos,Carpio
cyl,298,Burgos,Carrión de los Condes
cyl,299,Burgos,Cebreros
cyl,300,Burgos,Cervera de Pisuerga
cyl,301,Burgos,Fermoselle
cyl,302,Burgos,Guijuelo
cyl,303,Burgos,Lumbrales
cyl,304,Burgos,Mozoncillo
cyl,305,Burgos,Palencia
cyl,306,Burgos,Pedraja de Portillo (La)
cyl,307,Burgos,Pedrajas de San Esteban
cyl,308,Burgos,Salas de los Infantes
cyl,309,Burgos,Terradillos
cyl,310,Burgos,Ávila
cyl,311,Béjar,Candeleda
cyl,312,Béjar,Fermoselle
cyl,313,Béjar,Fuente de San Esteban (La)
cyl,314,Béjar,Gradefes
cyl,315,Béjar,Herrera de Pisuerga
cyl,316,Béjar,Nava de la Asunción
cyl,317,Béjar,Roa
cyl,318,Béjar,San Justo de la Vega
cyl,319,Béjar,Santovenia de la Valdoncina
cyl,320,Béjar,Seca (La)
cyl,321,Béjar,Villada
cyl,322,Campaspero,Fuentesaúco
cyl,323,Campaspero,Ledesma
cyl,324,Campaspero,Peñaranda de Bracamonte
cyl,325,Campaspero,Salamanca
cyl,326,Campaspero,Salas de los Infantes
cyl,327,Campaspero,Santibáñez de Vidriales
cyl,328,Campaspero,Soria
cyl,329,Campaspero,Valle de Mena
cyl,330,Campaspero,Venta de Baños
cyl,331,Campaspero,Villaquilambre
cyl,332,Candeleda,Cantalejo
cyl,333,Candeleda,Carpio
cyl,334,Candeleda,Espinar (El)
cyl,335,Candeleda,Ledesma
cyl,336,Candeleda,Mombeltrán
cyl,337,Candeleda,Palacios del Sil
cyl,338,Candeleda,Piedrahíta
cyl,339,Candeleda,Santa Marina del Rey
cyl,340,Candeleda,Santibáñez de Vidriales
cyl,341,Candeleda,Soria
cyl,342,Candeleda,Toro
cyl,343,Candeleda,Trabazos
cyl,344,Candeleda,Velilla del Río Carrión
cyl,345,Candeleda,Venta de Baños
cyl,346,Candeleda,Villada
cyl,347,Candeleda,Villaquilambre
cyl,348,Candeleda,Villaralbo
cyl,349,Candeleda,Villasabariego
cyl,350,Candeleda,Vitigudino
cyl,351,Candeleda,Ávila
cyl,352,Candeleda,Ólvega
cyl,353,Cantalejo,Cebreros
cyl,354,Cantalejo,Fuentesaúco
cyl,355,Cantalejo,Gradefes
cyl,356,Cantalejo,Lerma
cyl,357,Cantalejo,Piedrahíta
cyl,358,Cantalejo,Salamanca
cyl,359,Cantalejo,Saldaña
cyl,360,Cantalejo,San Justo de la Vega
cyl,361,Cantalejo,Trabazos
cyl,362,Cantalejo,Valle de Mena
cyl,363,Cantalejo,Villaquilambre
cyl,364,Cantalejo,Villarcayo de Merindad de Castilla la Vieja
cyl,365,Cantalejo,Villasabariego
cyl,366,Cantalejo,Villoria
cyl,367,Cantalejo,Vitigudino
cyl,368,Cantalejo,Ólvega
cyl,369,Carbonero el Mayor,Cebreros
cyl,370,Carbonero el Mayor,Cervera de Pisuerga
cyl,371,Carbonero el Mayor,Gradefes
cyl,372,Carbonero el Mayor,Huerta de Rey
cyl,373,Carbonero el Mayor,Lerma
cyl,374,Carbonero el Mayor,Melgar de Fernamental
cyl,375,Carbonero el Mayor,Navaluenga
cyl,376,Carbonero el Mayor,Pedrajas de San Esteban
cyl,377,Carbonero el Mayor,Peñaranda de Bracamonte
cyl,378,Carbonero el Mayor,Piedrahíta
cyl,379,Carbonero el Mayor,Puente de Domingo Flórez
cyl,380,Carbonero el Mayor,Roa
cyl,381,Carbonero el Mayor,San Cristóbal de Segovia
cyl,382,Carbonero el Mayor,Santa Marina del Rey
cyl,383,Carbonero el Mayor,Santibáñez de Vidriales
cyl,384,Carbonero el Mayor,Soria
cyl,385,Carbonero el Mayor,Venta de Baños
cyl,386,Carbonero el Mayor,Villalpando
cyl,387,Carpio,Gradefes
cyl,388,Carpio,Melgar de Fernamental
cyl,389,Carpio,Nava de la Asunción
cyl,390,Carpio,Palencia
cyl,391,Carpio,Pedraja de Portillo (La)
cyl,392,Carpio,Puente de Domingo Flórez
cyl,393,Carpio,Salas de los Infantes
cyl,394,Carpio,San Cristóbal de Segovia
cyl,395,Carpio,Santovenia de Pisuerga
cyl,396,Carpio,Toro
cyl,397,Carpio,Valderas
cyl,398,Carpio,Venta de Baños
cyl,399,Carpio,Zaratán
cyl,400,Carpio,Ávila
cyl,401,Carrión de los Condes,Cubillos del Sil
cyl,402,Carrión de los Condes,Gradefes
cyl,403,Carrión de los Condes,Huerta de Rey
cyl,404,Carrión de los Condes,Lumbrales
cyl,405,Carrión de los Condes,Miranda de Ebro
cyl,406,Carrión de los Condes,Mozoncillo
cyl,407,Carrión de los Condes,Palacios del Sil
cyl,408,Carrión de los Condes,Pedrajas de San Esteban
cyl,409,Carrión de los Condes,Piedrahíta
cyl,410,Carrión de los Condes,Pola de Gordón (La)
cyl,411,Carrión de los Condes,Roa
cyl,412,Carrión de los Condes,Sabero
cyl,413,Carrión de los Condes,Salas de los Infantes
cyl,414,Carrión de los Condes,San Justo de la Vega
cyl,415,Carrión de los Condes,Santa Marina del Rey
cyl,416,Carrión de los Condes,Santovenia de Pisuerga
cyl,417,Carrión de los Condes,Torquemada
cyl,418,Carrión de los Condes,Traspinedo
cyl,419,Carrión de los Condes,Villabrágima
cyl,420,Carrión de los Condes,Ávila
cyl,421,Cebreros,Cervera de Pisuerga
cyl,422,Cebreros,Guijuelo
cyl,423,Cebreros,Lumbrales
cyl,424,Cebreros,Palacios del Sil
cyl,425,Cebreros,Puebla de Sanabria
cyl,426,Cebreros,Seca (La)
cyl,427,Cebreros,Trabazos
cyl,428,Cebreros,Valderas
cyl,429,Cebreros,Villadecanes
cyl,430,Cebreros,Villarcayo de Merindad de Castilla la Vieja
cyl,431,Cebreros,Villoria
cyl,432,Cebreros,Vitigudino
cyl,433,Cebreros,Ólvega
cyl,434,Cervera de Pisuerga,Ciudad Rodrigo
cyl,435,Cervera de Pisuerga,Duruelo de la Sierra
cyl,436,Cervera de Pisuerga,Fuente de San Esteban (La)
cyl,437,Cervera de Pisuerga,Gradefes
cyl,438,Cervera de Pisuerga,Lumbrales
cyl,439,Cervera de Pisuerga,Navaluenga
cyl,440,Cervera de Pisuerga,Palencia
cyl,441,Cervera de Pisuerga,Sabero
cyl,442,Cervera de Pisuerga,Salamanca
cyl,443,Cervera de Pisuerga,Salas de los Infantes
cyl,444,Cervera de Pisuerga,Saldaña
cyl,445,Cervera de Pisuerga,Santibáñez de Vidriales
cyl,446,Cervera de Pisuerga,Trabazos
cyl,447,Cervera de Pisuerga,Valderas
cyl,448,Cervera de Pisuerga,Velilla del Río Carrión
cyl,449,Cervera de Pisuerga,Villabrágima
cyl,450,Cervera de Pisuerga,Villamañán
cyl,451,Ciudad Rodrigo,Espinar (El)
cyl,452,Ciudad Rodrigo,Gradefes
cyl,453,Ciudad Rodrigo,Herrera de Pisuerga
cyl,454,Ciudad Rodrigo,Ledesma
cyl,455,Ciudad Rodrigo,Melgar de Fernamental
cyl,456,Ciudad Rodrigo,Paredes de Nava
cyl,457,Ciudad Rodrigo,Pedraja de Portillo (La)
cyl,458,Ciudad Rodrigo,Salamanca
cyl,459,Ciudad Rodrigo,Salas de los Infantes
cyl,460,Ciudad Rodrigo,Saldaña
cyl,461,Ciudad Rodrigo,San Leonardo de Yagüe
cyl,462,Ciudad Rodrigo,Santovenia de Pisuerga
cyl,463,Ciudad Rodrigo,Seca (La)
cyl,464,Ciudad Rodrigo,Torquemada
cyl,465,Ciudad Rodrigo,Trabazos
cyl,466,Ciudad Rodrigo,Vega de Espinareda
cyl,467,Ciudad Rodrigo,Villabrágima
cyl,468,Ciudad Rodrigo,Villadecanes
cyl,469,Ciudad Rodrigo,Villamañán
cyl,470,Ciudad Rodrigo,Villaquilambre
cyl,471,Ciudad Rodrigo,Ávila
cyl,472,Ciudad Rodrigo,Ólvega
cyl,473,Cubillos del Sil,Espinar (El)
cyl,474,Cubillos del Sil,Lerma
cyl,475,Cubillos del Sil,Mozoncillo
cyl,476,Cubillos del Sil,Palacios del Sil
cyl,477,Cubillos del Sil,Piedrahíta
cyl,478,Cubillos del Sil,Salamanca
cyl,479,Cubillos del Sil,San Justo de la Vega
cyl,480,Cubillos del Sil,Soria
cyl,481,Cubillos del Sil,Traspinedo
cyl,482,Cubillos del Sil,Valle de Mena
cyl,483,Duruelo de la Sierra,Paredes de Nava
cyl,484,Duruelo de la Sierra,Peñaranda de Bracamonte
cyl,485,Duruelo de la Sierra,Piedrahíta
cyl,486,Duruelo de la Sierra,Pola de Gordón (La)
cyl,487,Duruelo de la Sierra,Puebla de Sanabria
cyl,488,Duruelo de la Sierra,Sabero
cyl,489,Duruelo de la Sierra,Santovenia de Pisuerga
cyl,490,Duruelo de la Sierra,Seca (La)
cyl,491,Duruelo de la Sierra,Traspinedo
cyl,492,Duruelo de la Sierra,Vega de Espinareda
cyl,493,Duruelo de la Sierra,Venta de Baños
cyl,494,Duruelo de la Sierra,Viana de Cega
cyl,495,Duruelo de la Sierra,Villabrágima
cyl,496,Duruelo de la Sierra,Villadiego
cyl,497,Duruelo de la Sierra,Vitigudino
cyl,498,Duruelo de la Sierra,Ávila
cyl,499,Espinar (El),Fuentes de Oñoro
cyl,500,Espinar (El),Huerta de Rey
cyl,501,Espinar (El),Palencia
cyl,502,Espinar (El),Pedrajas de San Esteban
cyl,503,Espinar (El),Puente de Domingo Flórez
cyl,504,Espinar (El),San Cristóbal de Segovia
cyl,505,Espinar (El),Valle de Mena
cyl,506,Espinar (El),Villabrágima
cyl,507,Espinar (El),Villoria
cyl,508,Fermoselle,Fuentesaúco
cyl,509,Fermoselle,Herrera de Pisuerga
cyl,510,Fermoselle,Melgar de Fernamental
cyl,511,Fermoselle,Pola de Gordón (La)
cyl,512,Fermoselle,Toro
cyl,513,Fermoselle,Trabazos
cyl,514,Fermoselle,Traspinedo
cyl,515,Fermoselle,Valderas
cyl,516,Fermoselle,Venta de Baños
cyl,517,Fermoselle,Villabrágima
cyl,518,Fermoselle,Villadiego
cyl,519,Fermoselle,Ólvega
cyl,520,Folgoso de la Ribera,Fuentes de Oñoro
cyl,521,Folgoso de la Ribera,Huerta de Rey
cyl,522,Folgoso de la Ribera,Ledesma
cyl,523,Folgoso de la Ribera,Nava de la Asunción
cyl,524,Folgoso de la Ribera,Paredes de Nava
cyl,525,Folgoso de la Ribera,Peñaranda de Bracamonte
cyl,526,Folgoso de la Ribera,Pola de Gordón (La)
cyl,527,Folgoso de la Ribera,Puebla de Sanabria
cyl,528,Folgoso de la Ribera,Puente de Domingo Flórez
cyl,529,Folgoso de la Ribera,Salamanca
cyl,530,Folgoso de la Ribera,Salas de los Infantes
cyl,531,Folgoso de la Ribera,San Justo de la Vega
cyl,532,Folgoso de la Ribera,Santa Marina del Rey
cyl,533,Folgoso de la Ribera,Santovenia de la Valdoncina
cyl,534,Folgoso de la Ribera,Torquemada
cyl,535,Folgoso de la Ribera,Villabrágima
cyl,536,Folgoso de la Ribera,Villada
cyl,537,Folgoso de la Ribera,Villarcayo de Merindad de Castilla la Vieja
cyl,538,Folgoso de la Ribera,Villasabariego
cyl,539,Folgoso de la Ribera,Zaratán
cyl,540,Fuente de San Esteban (La),Lumbrales
cyl,541,Fuente de San Esteban (La),Merindad de Río Ubierna
cyl,542,Fuente de San Esteban (La),Navaluenga
cyl,543,Fuente de San Esteban (La),Paredes de Nava
cyl,544,Fuente de San Esteban (La),Puente de Domingo Flórez
cyl,545,Fuente de San Esteban (La),Roa
cyl,546,Fuente de San Esteban (La),Sabero
cyl,547,Fuente de San Esteban (La),Seca (La)
cyl,548,Fuente de San Esteban (La),Toro
cyl,549,Fuente de San Esteban (La),Trespaderne
cyl,550,Fuente de San Esteban (La),Velilla del Río Carrión
cyl,551,Fuente de San Esteban (La),Villabrágima
cyl,552,Fuente de San Esteban (La),Villada
cyl,553,Fuente de San Esteban (La),Villaralbo
cyl,554,Fuentes de Oñoro,Fuentesaúco
cyl,555,Fuentes de Oñoro,Herrera de Pisuerga
cyl,556,Fuentes de Oñoro,Navaluenga
cyl,557,Fuentes de Oñoro,Pedraja de Portillo (La)
cyl,558,Fuentes de Oñoro,Piedrahíta
cyl,559,Fuentes de Oñoro,Puebla de Sanabria
cyl,560,Fuentes de Oñoro,Puente de Domingo Flórez
cyl,561,Fuentes de Oñoro,Roa
cyl,562,Fuentes de Oñoro,Soria
cyl,563,Fuentes de Oñoro,Valle de Mena
cyl,564,Fuentes de Oñoro,Venta de Baños
cyl,565,Fuentes de Oñoro,Viana de Cega
cyl,566,Fuentes de Oñoro,Villalpando
cyl,567,Fuentes de Oñoro,Villaralbo
cyl,568,Fuentes de Oñoro,Villoria
cyl,569,Fuentes de Oñoro,Ólvega
cyl,570,Fuentesaúco,Guijuelo
cyl,571,Fuentesaúco,Merindad de Río Ubierna
cyl,572,Fuentesaúco,Palencia
cyl,573,Fuentesaúco,Paredes de Nava
cyl,574,Fuentesaúco,Pola de Gordón (La)
cyl,575,Fuentesaúco,Salamanca
cyl,576,Fuentesaúco,Santa Marina del Rey
cyl,577,Fuentesaúco,Santovenia de Pisuerga
cyl,578,Fuentesaúco,Santovenia de la Valdoncina
cyl,579,Fuentesaúco,Toro
cyl,580,Fuentesaúco,Vega de Espinareda
cyl,581,Fuentesaúco,Villabrágima
cyl,582,Fuentesaúco,Villalpando
cyl,583,Fuentesaúco,Villaralbo
cyl,584,Fuentesaúco,Villoria
cyl,585,Fuentesaúco,Vitigudino
cyl,586,Gradefes,Lerma
cyl,587,Gradefes,Melgar de Fernamental
cyl,588,Gradefes,Miranda de Ebro
