cod,nombre,categoria,tipo_dep,lat,lon,vecino_cod,vecino_nombre,vecino_cat,vecino_tipo_dep,vecino_lat,vecino_lon,dist_km,tipo_red,linea
11214,EGUINO (APD),S,Apartadero,42.867980077703,-2.26156996734391,11213,ARAIA,P,Apeadero,42.8694606461027,-2.30678314649727,3.7,Uso resto viaj. Interciud,"100-MADRID-CHAMARTIN-CLARA CAMPOAMOR-P.K. 641,181 (FRONTERA)"
11215,ZIORDIA (APD),S,Apartadero,42.869422682918,-2.22418823418263,C1125,KM. 529.1,S,Cargadero,42.8665235595196,-2.24157701436337,1.5,Uso resto viaj. Interciud,"100-MADRID-CHAMARTIN-CLARA CAMPOAMOR-P.K. 641,181 (FRONTERA)"
11215,ZIORDIA (APD),S,Apartadero,42.869422682918,-2.22418823418263,11216,OLAZTI-OLAZAGUTIA (APD),S,Apartadero,42.8783991024307,-2.1976775729584,2.4,Uso resto viaj. Interciud,"100-MADRID-CHAMARTIN-CLARA CAMPOAMOR-P.K. 641,181 (FRONTERA)"
11216,OLAZTI-OLAZAGUTIA (APD),S,Apartadero,42.8783991024307,-2.1976775729584,B1120,"BIF. KM.534,0",S,Bifurcación,42.8829133779357,-2.18738121389542,1.0,Uso resto viaj. Interciud,"100-MADRID-CHAMARTIN-CLARA CAMPOAMOR-P.K. 641,181 (FRONTERA)"
11216,OLAZTI-OLAZAGUTIA (APD),S,Apartadero,42.8783991024307,-2.1976775729584,11215,ZIORDIA (APD),S,Apartadero,42.869422682918,-2.22418823418263,2.4,Uso resto viaj. Interciud,"100-MADRID-CHAMARTIN-CLARA CAMPOAMOR-P.K. 641,181 (FRONTERA)"
11217,FEFASA,S,Apartadero,42.696405592236,-2.92575764731406,11221,JUNDIZ,S,Apeadero,42.8512702651551,-2.7459108871704,0.0,Uso resto viaj. Interciud,"100-MADRID-CHAMARTIN-CLARA CAMPOAMOR-P.K. 641,181 (FRONTERA)"
11217,FEFASA,S,Apartadero,42.696405592236,-2.92575764731406,11207,KM. 488.3,S,Apartadero,42.8542963216669,-2.71895876440002,2.2,Uso resto viaj. Interciud,"100-MADRID-CHAMARTIN-CLARA CAMPOAMOR-P.K. 641,181 (FRONTERA)"
11218,VITORIA CONTENEDORES,S,Apartadero,42.8406932379193,-2.66906347971018,11208,VITORIA-GASTEIZ,P,Estación,42.8414721202784,-2.67264311733372,0.1,Uso resto viaj. Interciud,"100-MADRID-CHAMARTIN-CLARA CAMPOAMOR-P.K. 641,181 (FRONTERA)"
11218,VITORIA CONTENEDORES,S,Apartadero,42.8406932379193,-2.66906347971018,11207,KM. 488.3,S,Apartadero,42.8542963216669,-2.71895876440002,4.1,Uso resto viaj. Interciud,"100-MADRID-CHAMARTIN-CLARA CAMPOAMOR-P.K. 641,181 (FRONTERA)"
11220,MIRANDA DE EBRO CLASIFICACION,S,Estación,42.6921441418894,-2.93981810652226,11200,MIRANDA DE EBRO,P,Estación,42.6907539972452,-2.94110972517933,0.1,Uso resto viaj. Interciud,"100-MADRID-CHAMARTIN-CLARA CAMPOAMOR-P.K. 641,181 (FRONTERA)"
11220,MIRANDA DE EBRO CLASIFICACION,S,Estación,42.6921441418894,-2.93981810652226,B1110,BIF. RIOJA,S,Bifurcación,42.6842945011821,-2.96374111271433,2.0,Uso resto viaj. Interciud,"100-MADRID-CHAMARTIN-CLARA CAMPOAMOR-P.K. 641,181 (FRONTERA)"
11221,JUNDIZ,S,Apeadero,42.8512702651551,-2.7459108871704,11217,FEFASA,S,Apartadero,42.696405592236,-2.92575764731406,0.0,Uso resto viaj. Interciud,"100-MADRID-CHAMARTIN-CLARA CAMPOAMOR-P.K. 641,181 (FRONTERA)"
11221,JUNDIZ,S,Apeadero,42.8512702651551,-2.7459108871704,11206,TRESPUENTES (APD),S,Apartadero,42.8434745961399,-2.76790906626118,2.1,Uso resto viaj. Interciud,"100-MADRID-CHAMARTIN-CLARA CAMPOAMOR-P.K. 641,181 (FRONTERA)"
11300,ALTSASU,P,Estación,42.894856392011,-2.18121790480463,B8000,"BIF. KM.231,5",S,Bifurcación,42.8933071811075,-2.16758330437271,1.4,Uso resto viaj. Interciud,710-ALTSASU-CASTEJON DE EBRO
11300,ALTSASU,P,Estación,42.894856392011,-2.18121790480463,B1120,"BIF. KM.534,0",S,Bifurcación,42.8829133779357,-2.18738121389542,1.5,Uso resto viaj. Interciud,"100-MADRID-CHAMARTIN-CLARA CAMPOAMOR-P.K. 641,181 (FRONTERA)"
11300,ALTSASU,P,Estación,42.894856392011,-2.18121790480463,11303,ZEGAMA-OTZAURTE,S,Túnel,42.939424975908,-2.26359431657495,9.5,Uso resto viaj. Interciud,"100-MADRID-CHAMARTIN-CLARA CAMPOAMOR-P.K. 641,181 (FRONTERA)"
11302,OTZAURTE SUBCENTRAL,S,Apartadero,42.9337650259168,-2.24265501502801,11303,ZEGAMA-OTZAURTE,S,Túnel,42.939424975908,-2.26359431657495,0.0,Uso resto viaj. Interciud,"100-MADRID-CHAMARTIN-CLARA CAMPOAMOR-P.K. 641,181 (FRONTERA)"
11302,OTZAURTE SUBCENTRAL,S,Apartadero,42.9337650259168,-2.24265501502801,11304,ZEGAMA (APD),S,Apartadero,42.9756996416573,-2.31352149412841,7.0,Uso resto viaj. Interciud,"100-MADRID-CHAMARTIN-CLARA CAMPOAMOR-P.K. 641,181 (FRONTERA)"
11303,ZEGAMA-OTZAURTE,S,Túnel,42.939424975908,-2.26359431657495,11302,OTZAURTE SUBCENTRAL,S,Apartadero,42.9337650259168,-2.24265501502801,0.0,Uso resto viaj. Interciud,"100-MADRID-CHAMARTIN-CLARA CAMPOAMOR-P.K. 641,181 (FRONTERA)"
11303,ZEGAMA-OTZAURTE,S,Túnel,42.939424975908,-2.26359431657495,11300,ALTSASU,P,Estación,42.894856392011,-2.18121790480463,9.5,Uso resto viaj. Interciud,"100-MADRID-CHAMARTIN-CLARA CAMPOAMOR-P.K. 641,181 (FRONTERA)"
11304,ZEGAMA (APD),S,Apartadero,42.9756996416573,-2.31352149412841,11305,BRINKOLA,P,Túnel,43.0187957338674,-2.33461790313988,5.2,Uso resto viaj. Interciud,"100-MADRID-CHAMARTIN-CLARA CAMPOAMOR-P.K. 641,181 (FRONTERA)"
11304,ZEGAMA (APD),S,Apartadero,42.9756996416573,-2.31352149412841,11302,OTZAURTE SUBCENTRAL,S,Apartadero,42.9337650259168,-2.24265501502801,7.0,Uso resto viaj. Interciud,"100-MADRID-CHAMARTIN-CLARA CAMPOAMOR-P.K. 641,181 (FRONTERA)"
11305,BRINKOLA,P,Túnel,43.0187957338674,-2.33461790313988,11306,LEGAZPI (APD),P,Punto KM,43.0510291344051,-2.33059029076871,4.1,N.Cercanías >= 80 cir/día,"100-MADRID-CHAMARTIN-CLARA CAMPOAMOR-P.K. 641,181 (FRONTERA)"
11305,BRINKOLA,P,Túnel,43.0187957338674,-2.33461790313988,11304,ZEGAMA (APD),S,Apartadero,42.9756996416573,-2.31352149412841,5.2,Uso resto viaj. Interciud,"100-MADRID-CHAMARTIN-CLARA CAMPOAMOR-P.K. 641,181 (FRONTERA)"
11306,LEGAZPI (APD),P,Punto KM,43.0510291344051,-2.33059029076871,11410,LASKAIBAR,S,Apartadero,43.0496971762578,-2.18959881436943,0.4,N.Cercanías >= 80 cir/día,"100-MADRID-CHAMARTIN-CLARA CAMPOAMOR-P.K. 641,181 (FRONTERA)"
11306,LEGAZPI (APD),P,Punto KM,43.0510291344051,-2.33059029076871,11305,BRINKOLA,P,Túnel,43.0187957338674,-2.33461790313988,4.1,N.Cercanías >= 80 cir/día,"100-MADRID-CHAMARTIN-CLARA CAMPOAMOR-P.K. 641,181 (FRONTERA)"
11400,ZUMARRAGA,P,Estación,43.0871045416613,-2.32001034006222,11410,LASKAIBAR,S,Apartadero,43.0496971762578,-2.18959881436943,4.0,N.Cercanías >= 80 cir/día,"100-MADRID-CHAMARTIN-CLARA CAMPOAMOR-P.K. 641,181 (FRONTERA)"
11400,ZUMARRAGA,P,Estación,43.0871045416613,-2.32001034006222,11401,GAVIRIA,S,Apartadero,43.058874176972,-2.27879716397242,5.7,N.Cercanías >= 80 cir/día,"100-MADRID-CHAMARTIN-CLARA CAMPOAMOR-P.K. 641,181 (FRONTERA)"
11401,GAVIRIA,S,Apartadero,43.058874176972,-2.27879716397242,11411,GABIRIA,S,Túnel,43.0588081475719,-2.27867076521126,0.0,N.Cercanías >= 80 cir/día,"100-MADRID-CHAMARTIN-CLARA CAMPOAMOR-P.K. 641,181 (FRONTERA)"
11401,GAVIRIA,S,Apartadero,43.058874176972,-2.27879716397242,11400,ZUMARRAGA,P,Estación,43.0871045416613,-2.32001034006222,5.7,N.Cercanías >= 80 cir/día,"100-MADRID-CHAMARTIN-CLARA CAMPOAMOR-P.K. 641,181 (FRONTERA)"
11402,ORMAIZTEGUI (APD),P,Punto KM,43.0402615720588,-2.25643805075642,11403,K.M. 576.8,S,Apartadero,43.0478513773133,-2.23182330485757,2.5,N.Cercanías >= 80 cir/día,"100-MADRID-CHAMARTIN-CLARA CAMPOAMOR-P.K. 641,181 (FRONTERA)"
11402,ORMAIZTEGUI (APD),P,Punto KM,43.0402615720588,-2.25643805075642,11411,GABIRIA,S,Túnel,43.0588081475719,-2.27867076521126,2.9,N.Cercanías >= 80 cir/día,"100-MADRID-CHAMARTIN-CLARA CAMPOAMOR-P.K. 641,181 (FRONTERA)"
11403,K.M. 576.8,S,Apartadero,43.0478513773133,-2.23182330485757,11402,ORMAIZTEGUI (APD),P,Punto KM,43.0402615720588,-2.25643805075642,2.5,N.Cercanías >= 80 cir/día,"100-MADRID-CHAMARTIN-CLARA CAMPOAMOR-P.K. 641,181 (FRONTERA)"
11403,K.M. 576.8,S,Apartadero,43.0478513773133,-2.23182330485757,11404,BEASAIN,P,Estación,43.0462469068813,-2.20235192530588,3.0,N.Cercanías >= 80 cir/día,"100-MADRID-CHAMARTIN-CLARA CAMPOAMOR-P.K. 641,181 (FRONTERA)"
11404,BEASAIN,P,Estación,43.0462469068813,-2.20235192530588,11405,ORDIZIA (APD),P,Punto KM,43.0527137095158,-2.17919998751858,2.2,N.Cercanías >= 80 cir/día,"100-MADRID-CHAMARTIN-CLARA CAMPOAMOR-P.K. 641,181 (FRONTERA)"
11404,BEASAIN,P,Estación,43.0462469068813,-2.20235192530588,11403,K.M. 576.8,S,Apartadero,43.0478513773133,-2.23182330485757,3.0,N.Cercanías >= 80 cir/día,"100-MADRID-CHAMARTIN-CLARA CAMPOAMOR-P.K. 641,181 (FRONTERA)"
11405,ORDIZIA (APD),P,Punto KM,43.0527137095158,-2.17919998751858,11404,BEASAIN,P,Estación,43.0462469068813,-2.20235192530588,2.2,N.Cercanías >= 80 cir/día,"100-MADRID-CHAMARTIN-CLARA CAMPOAMOR-P.K. 641,181 (FRONTERA)"
11405,ORDIZIA (APD),P,Punto KM,43.0527137095158,-2.17919998751858,11406,ITSASONDO (APD),S,Punto KM,43.0684410651985,-2.162626028205,2.5,N.Cercanías >= 80 cir/día,"100-MADRID-CHAMARTIN-CLARA CAMPOAMOR-P.K. 641,181 (FRONTERA)"
11406,ITSASONDO (APD),S,Punto KM,43.0684410651985,-2.162626028205,11405,ORDIZIA (APD),P,Punto KM,43.0527137095158,-2.17919998751858,2.5,N.Cercanías >= 80 cir/día,"100-MADRID-CHAMARTIN-CLARA CAMPOAMOR-P.K. 641,181 (FRONTERA)"
11406,ITSASONDO (APD),S,Punto KM,43.0684410651985,-2.162626028205,11407,LEGORRETA,S,Túnel,43.0857251353523,-2.14089769556294,2.8,N.Cercanías >= 80 cir/día,"100-MADRID-CHAMARTIN-CLARA CAMPOAMOR-P.K. 641,181 (FRONTERA)"
11407,LEGORRETA,S,Túnel,43.0857251353523,-2.14089769556294,11408,IKAZTEGIETA (APD),S,Punto KM,43.0940231310222,-2.12557652829686,1.6,N.Cercanías >= 80 cir/día,"100-MADRID-CHAMARTIN-CLARA CAMPOAMOR-P.K. 641,181 (FRONTERA)"
11407,LEGORRETA,S,Túnel,43.0857251353523,-2.14089769556294,11406,ITSASONDO (APD),S,Punto KM,43.0684410651985,-2.162626028205,2.8,N.Cercanías >= 80 cir/día,"100-MADRID-CHAMARTIN-CLARA CAMPOAMOR-P.K. 641,181 (FRONTERA)"
11408,IKAZTEGIETA (APD),S,Punto KM,43.0940231310222,-2.12557652829686,11407,LEGORRETA,S,Túnel,43.0857251353523,-2.14089769556294,1.6,N.Cercanías >= 80 cir/día,"100-MADRID-CHAMARTIN-CLARA CAMPOAMOR-P.K. 641,181 (FRONTERA)"
11408,IKAZTEGIETA (APD),S,Punto KM,43.0940231310222,-2.12557652829686,11409,ALEGIA (APD),S,Punto KM,43.1017306934723,-2.09718688441001,2.5,N.Cercanías >= 80 cir/día,"100-MADRID-CHAMARTIN-CLARA CAMPOAMOR-P.K. 641,181 (FRONTERA)"
11409,ALEGIA (APD),S,Punto KM,43.1017306934723,-2.09718688441001,11408,IKAZTEGIETA (APD),S,Punto KM,43.0940231310222,-2.12557652829686,2.5,N.Cercanías >= 80 cir/día,"100-MADRID-CHAMARTIN-CLARA CAMPOAMOR-P.K. 641,181 (FRONTERA)"
11409,ALEGIA (APD),S,Punto KM,43.1017306934723,-2.09718688441001,11500,TOLOSA,P,Estación,43.1354566615583,-2.07903704634552,3.9,N.Cercanías >= 80 cir/día,"100-MADRID-CHAMARTIN-CLARA CAMPOAMOR-P.K. 641,181 (FRONTERA)"
11410,LASKAIBAR,S,Apartadero,43.0496971762578,-2.18959881436943,11306,LEGAZPI (APD),P,Punto KM,43.0510291344051,-2.33059029076871,0.4,N.Cercanías >= 80 cir/día,"100-MADRID-CHAMARTIN-CLARA CAMPOAMOR-P.K. 641,181 (FRONTERA)"
11410,LASKAIBAR,S,Apartadero,43.0496971762578,-2.18959881436943,11400,ZUMARRAGA,P,Estación,43.0871045416613,-2.32001034006222,4.0,N.Cercanías >= 80 cir/día,"100-MADRID-CHAMARTIN-CLARA CAMPOAMOR-P.K. 641,181 (FRONTERA)"
11411,GABIRIA,S,Túnel,43.0588081475719,-2.27867076521126,11401,GAVIRIA,S,Apartadero,43.058874176972,-2.27879716397242,0.0,N.Cercanías >= 80 cir/día,"100-MADRID-CHAMARTIN-CLARA CAMPOAMOR-P.K. 641,181 (FRONTERA)"
11411,GABIRIA,S,Túnel,43.0588081475719,-2.27867076521126,11402,ORMAIZTEGUI (APD),P,Punto KM,43.0402615720588,-2.25643805075642,2.9,N.Cercanías >= 80 cir/día,"100-MADRID-CHAMARTIN-CLARA CAMPOAMOR-P.K. 641,181 (FRONTERA)"
11500,TOLOSA,P,Estación,43.1354566615583,-2.07903704634552,11501,TOLOSA-ERDIA (APD),P,Punto KM,43.1393458134278,-2.07409335696495,0.6,N.Cercanías >= 80 cir/día,"100-MADRID-CHAMARTIN-CLARA CAMPOAMOR-P.K. 641,181 (FRONTERA)"
11500,TOLOSA,P,Estación,43.1354566615583,-2.07903704634552,11409,ALEGIA (APD),S,Punto KM,43.1017306934723,-2.09718688441001,3.9,N.Cercanías >= 80 cir/día,"100-MADRID-CHAMARTIN-CLARA CAMPOAMOR-P.K. 641,181 (FRONTERA)"
11501,TOLOSA-ERDIA (APD),P,Punto KM,43.1393458134278,-2.07409335696495,11500,TOLOSA,P,Estación,43.1354566615583,-2.07903704634552,0.6,N.Cercanías >= 80 cir/día,"100-MADRID-CHAMARTIN-CLARA CAMPOAMOR-P.K. 641,181 (FRONTERA)"
11501,TOLOSA-ERDIA (APD),P,Punto KM,43.1393458134278,-2.07409335696495,11502,ANOETA (APD),S,Punto KM,43.1625953369821,-2.07039803719536,2.7,N.Cercanías >= 80 cir/día,"100-MADRID-CHAMARTIN-CLARA CAMPOAMOR-P.K. 641,181 (FRONTERA)"
11502,ANOETA (APD),S,Punto KM,43.1625953369821,-2.07039803719536,11501,TOLOSA-ERDIA (APD),P,Punto KM,43.1393458134278,-2.07409335696495,2.7,N.Cercanías >= 80 cir/día,"100-MADRID-CHAMARTIN-CLARA CAMPOAMOR-P.K. 641,181 (FRONTERA)"
11502,ANOETA (APD),S,Punto KM,43.1625953369821,-2.07039803719536,11503,VILLABONA-ZIZURKIL,P,Túnel,43.1891734561457,-2.05532465673618,3.5,N.Cercanías >= 80 cir/día,"100-MADRID-CHAMARTIN-CLARA CAMPOAMOR-P.K. 641,181 (FRONTERA)"
11503,VILLABONA-ZIZURKIL,P,Túnel,43.1891734561457,-2.05532465673618,11502,ANOETA (APD),S,Punto KM,43.1625953369821,-2.07039803719536,3.5,N.Cercanías >= 80 cir/día,"100-MADRID-CHAMARTIN-CLARA CAMPOAMOR-P.K. 641,181 (FRONTERA)"
11503,VILLABONA-ZIZURKIL,P,Túnel,43.1891734561457,-2.05532465673618,11504,ANDOAIN-ERDIA (APD),P,Punto KM,43.2155473943988,-2.02045579794471,4.5,N.Cercanías >= 80 cir/día,"100-MADRID-CHAMARTIN-CLARA CAMPOAMOR-P.K. 641,181 (FRONTERA)"
11504,ANDOAIN-ERDIA (APD),P,Punto KM,43.2155473943988,-2.02045579794471,11505,ANDOAIN,S,Túnel,43.2219838749125,-2.01565978540524,0.9,N.Cercanías >= 80 cir/día,"100-MADRID-CHAMARTIN-CLARA CAMPOAMOR-P.K. 641,181 (FRONTERA)"
11504,ANDOAIN-ERDIA (APD),P,Punto KM,43.2155473943988,-2.02045579794471,11503,VILLABONA-ZIZURKIL,P,Túnel,43.1891734561457,-2.05532465673618,4.5,N.Cercanías >= 80 cir/día,"100-MADRID-CHAMARTIN-CLARA CAMPOAMOR-P.K. 641,181 (FRONTERA)"
11505,ANDOAIN,S,Túnel,43.2219838749125,-2.01565978540524,11504,ANDOAIN-ERDIA (APD),P,Punto KM,43.2155473943988,-2.02045579794471,0.9,N.Cercanías >= 80 cir/día,"100-MADRID-CHAMARTIN-CLARA CAMPOAMOR-P.K. 641,181 (FRONTERA)"
11505,ANDOAIN,S,Túnel,43.2219838749125,-2.01565978540524,11506,URNIETA (APD),S,Punto KM,43.247525922962,-1.98843521072589,3.7,N.Cercanías >= 80 cir/día,"100-MADRID-CHAMARTIN-CLARA CAMPOAMOR-P.K. 641,181 (FRONTERA)"
11506,URNIETA (APD),S,Punto KM,43.247525922962,-1.98843521072589,11507,HERNANI-ERDIA (APD),P,Punto KM,43.2655640857597,-1.97320622158817,2.4,N.Cercanías >= 80 cir/día,"100-MADRID-CHAMARTIN-CLARA CAMPOAMOR-P.K. 641,181 (FRONTERA)"
11506,URNIETA (APD),S,Punto KM,43.247525922962,-1.98843521072589,11505,ANDOAIN,S,Túnel,43.2219838749125,-2.01565978540524,3.7,N.Cercanías >= 80 cir/día,"100-MADRID-CHAMARTIN-CLARA CAMPOAMOR-P.K. 641,181 (FRONTERA)"
11507,HERNANI-ERDIA (APD),P,Punto KM,43.2655640857597,-1.97320622158817,11508,HERNANI,S,Túnel,43.2725143385512,-1.96374064450321,1.2,N.Cercanías >= 80 cir/día,"100-MADRID-CHAMARTIN-CLARA CAMPOAMOR-P.K. 641,181 (FRONTERA)"
11507,HERNANI-ERDIA (APD),P,Punto KM,43.2655640857597,-1.97320622158817,11506,URNIETA (APD),S,Punto KM,43.247525922962,-1.98843521072589,2.4,N.Cercanías >= 80 cir/día,"100-MADRID-CHAMARTIN-CLARA CAMPOAMOR-P.K. 641,181 (FRONTERA)"
11508,HERNANI,S,Túnel,43.2725143385512,-1.96374064450321,11507,HERNANI-ERDIA (APD),P,Punto KM,43.2655640857597,-1.97320622158817,1.2,N.Cercanías >= 80 cir/día,"100-MADRID-CHAMARTIN-CLARA CAMPOAMOR-P.K. 641,181 (FRONTERA)"
11508,HERNANI,S,Túnel,43.2725143385512,-1.96374064450321,11509,MARTUTENE (APD),S,Punto KM,43.2990866873695,-1.95619915340469,3.2,N.Cercanías >= 80 cir/día,"100-MADRID-CHAMARTIN-CLARA CAMPOAMOR-P.K. 641,181 (FRONTERA)"
11509,MARTUTENE (APD),S,Punto KM,43.2990866873695,-1.95619915340469,11510,LOIOLA / TXOMIN ENEA(APD),S,Punto KM,43.3046401693564,-1.96362246997839,0.9,N.Cercanías >= 80 cir/día,"100-MADRID-CHAMARTIN-CLARA CAMPOAMOR-P.K. 641,181 (FRONTERA)"
11509,MARTUTENE (APD),S,Punto KM,43.2990866873695,-1.95619915340469,11508,HERNANI,S,Túnel,43.2725143385512,-1.96374064450321,3.2,N.Cercanías >= 80 cir/día,"100-MADRID-CHAMARTIN-CLARA CAMPOAMOR-P.K. 641,181 (FRONTERA)"
11510,LOIOLA / TXOMIN ENEA(APD),S,Punto KM,43.3046401693564,-1.96362246997839,11509,MARTUTENE (APD),S,Punto KM,43.2990866873695,-1.95619915340469,0.9,N.Cercanías >= 80 cir/día,"100-MADRID-CHAMARTIN-CLARA CAMPOAMOR-P.K. 641,181 (FRONTERA)"
11510,LOIOLA / TXOMIN ENEA(APD),S,Punto KM,43.3046401693564,-1.96362246997839,11511,SAN SEBASTIAN-DONOSTIA,P,Estación,43.3176973029717,-1.97690207641165,2.1,N.Cercanías >= 80 cir/día,"100-MADRID-CHAMARTIN-CLARA CAMPOAMOR-P.K. 641,181 (FRONTERA)"
11511,SAN SEBASTIAN-DONOSTIA,P,Estación,43.3176973029717,-1.97690207641165,11512,GROS (APD),P,Punto KM,43.3217988876938,-1.97353582701926,0.6,N.Cercanías >= 80 cir/día,"100-MADRID-CHAMARTIN-CLARA CAMPOAMOR-P.K. 641,181 (FRONTERA)"
11511,SAN SEBASTIAN-DONOSTIA,P,Estación,43.3176973029717,-1.97690207641165,11510,LOIOLA / TXOMIN ENEA(APD),S,Punto KM,43.3046401693564,-1.96362246997839,2.1,N.Cercanías >= 80 cir/día,"100-MADRID-CHAMARTIN-CLARA CAMPOAMOR-P.K. 641,181 (FRONTERA)"
11512,GROS (APD),P,Punto KM,43.3217988876938,-1.97353582701926,11511,SAN SEBASTIAN-DONOSTIA,P,Estación,43.3176973029717,-1.97690207641165,0.6,N.Cercanías >= 80 cir/día,"100-MADRID-CHAMARTIN-CLARA CAMPOAMOR-P.K. 641,181 (FRONTERA)"
11512,GROS (APD),P,Punto KM,43.3217988876938,-1.97353582701926,11513,ATEGORRIETA (APD),P,Punto KM,43.3203049870328,-1.9598471960258,1.1,N.Cercanías >= 80 cir/día,"100-MADRID-CHAMARTIN-CLARA CAMPOAMOR-P.K. 641,181 (FRONTERA)"
11513,ATEGORRIETA (APD),P,Punto KM,43.3203049870328,-1.9598471960258,11522,INTXAURRONDO (APD),P,Punto KM,43.3201089801772,-1.95217582044325,0.6,N.Cercanías >= 80 cir/día,"100-MADRID-CHAMARTIN-CLARA CAMPOAMOR-P.K. 641,181 (FRONTERA)"
11513,ATEGORRIETA (APD),P,Punto KM,43.3203049870328,-1.9598471960258,11512,GROS (APD),P,Punto KM,43.3217988876938,-1.97353582701926,1.1,N.Cercanías >= 80 cir/día,"100-MADRID-CHAMARTIN-CLARA CAMPOAMOR-P.K. 641,181 (FRONTERA)"
11514,HERRERA / ALTZA(APD),P,Punto KM,43.319351822227,-1.93705047323003,11522,INTXAURRONDO (APD),P,Punto KM,43.3201089801772,-1.95217582044325,1.3,N.Cercanías >= 80 cir/día,"100-MADRID-CHAMARTIN-CLARA CAMPOAMOR-P.K. 641,181 (FRONTERA)"
11514,HERRERA / ALTZA(APD),P,Punto KM,43.319351822227,-1.93705047323003,11521,PASAIA-PUERTO,S,Apeadero,43.3191942072018,-1.91793961615632,1.7,N.Cercanías >= 80 cir/día,"100-MADRID-CHAMARTIN-CLARA CAMPOAMOR-P.K. 641,181 (FRONTERA)"
11515,PASAIA,P,Estación,43.3189002460406,-1.91716046892117,11521,PASAIA-PUERTO,S,Apeadero,43.3191942072018,-1.91793961615632,0.1,N.Cercanías >= 80 cir/día,"100-MADRID-CHAMARTIN-CLARA CAMPOAMOR-P.K. 641,181 (FRONTERA)"
11515,PASAIA,P,Estación,43.3189002460406,-1.91716046892117,11516,LEZO-ERRENTERIA,P,Estación,43.3158621809078,-1.89944259779567,1.7,N.Cercanías >= 80 cir/día,"100-MADRID-CHAMARTIN-CLARA CAMPOAMOR-P.K. 641,181 (FRONTERA)"
11516,LEZO-ERRENTERIA,P,Estación,43.3158621809078,-1.89944259779567,11515,PASAIA,P,Estación,43.3189002460406,-1.91716046892117,1.7,N.Cercanías >= 80 cir/día,"100-MADRID-CHAMARTIN-CLARA CAMPOAMOR-P.K. 641,181 (FRONTERA)"
11516,LEZO-ERRENTERIA,P,Estación,43.3158621809078,-1.89944259779567,11517,GAINCHURIZQUETA,S,Apartadero,43.3265880744285,-1.858321973319,4.3,N.Cercanías >= 80 cir/día,"100-MADRID-CHAMARTIN-CLARA CAMPOAMOR-P.K. 641,181 (FRONTERA)"
11517,GAINCHURIZQUETA,S,Apartadero,43.3265880744285,-1.858321973319,11518,VENTAS DE IRUN (APD),S,Punto KM,43.3304358683844,-1.81680016355913,3.9,N.Cercanías >= 80 cir/día,"100-MADRID-CHAMARTIN-CLARA CAMPOAMOR-P.K. 641,181 (FRONTERA)"
11517,GAINCHURIZQUETA,S,Apartadero,43.3265880744285,-1.858321973319,11516,LEZO-ERRENTERIA,P,Estación,43.3158621809078,-1.89944259779567,4.3,N.Cercanías >= 80 cir/día,"100-MADRID-CHAMARTIN-CLARA CAMPOAMOR-P.K. 641,181 (FRONTERA)"
11518,VENTAS DE IRUN (APD),S,Punto KM,43.3304358683844,-1.81680016355913,11601,IRUN MERCANCIAS,S,Estación,43.3384391965176,-1.80581422393897,1.3,N.Cercanías >= 80 cir/día,"100-MADRID-CHAMARTIN-CLARA CAMPOAMOR-P.K. 641,181 (FRONTERA)"
11518,VENTAS DE IRUN (APD),S,Punto KM,43.3304358683844,-1.81680016355913,11517,GAINCHURIZQUETA,S,Apartadero,43.3265880744285,-1.858321973319,3.9,N.Cercanías >= 80 cir/día,"100-MADRID-CHAMARTIN-CLARA CAMPOAMOR-P.K. 641,181 (FRONTERA)"
11521,PASAIA-PUERTO,S,Apeadero,43.3191942072018,-1.91793961615632,11515,PASAIA,P,Estación,43.3189002460406,-1.91716046892117,0.1,N.Cercanías >= 80 cir/día,"100-MADRID-CHAMARTIN-CLARA CAMPOAMOR-P.K. 641,181 (FRONTERA)"
11521,PASAIA-PUERTO,S,Apeadero,43.3191942072018,-1.91793961615632,11514,HERRERA / ALTZA(APD),P,Punto KM,43.319351822227,-1.93705047323003,1.7,N.Cercanías >= 80 cir/día,"100-MADRID-CHAMARTIN-CLARA CAMPOAMOR-P.K. 641,181 (FRONTERA)"
11522,INTXAURRONDO (APD),P,Punto KM,43.3201089801772,-1.95217582044325,11513,ATEGORRIETA (APD),P,Punto KM,43.3203049870328,-1.9598471960258,0.6,N.Cercanías >= 80 cir/día,"100-MADRID-CHAMARTIN-CLARA CAMPOAMOR-P.K. 641,181 (FRONTERA)"
11522,INTXAURRONDO (APD),P,Punto KM,43.3201089801772,-1.95217582044325,11514,HERRERA / ALTZA(APD),P,Punto KM,43.319351822227,-1.93705047323003,1.3,N.Cercanías >= 80 cir/día,"100-MADRID-CHAMARTIN-CLARA CAMPOAMOR-P.K. 641,181 (FRONTERA)"
11600,IRUN,P,Estación,43.3394674622082,-1.80130534409504,11601,IRUN MERCANCIAS,S,Estación,43.3384391965176,-1.80581422393897,0.3,N.Cercanías >= 80 cir/día,"100-MADRID-CHAMARTIN-CLARA CAMPOAMOR-P.K. 641,181 (FRONTERA)"
11600,IRUN,P,Estación,43.3394674622082,-1.80130534409504,C1160,"P.K. 641,181 (FRONTERA)",S,Cargadero,43.3504200273709,-1.78622330716488,1.8,Uso resto viaj. Interciud,"100-MADRID-CHAMARTIN-CLARA CAMPOAMOR-P.K. 641,181 (FRONTERA)"
